,id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,colorgroup
11435,33981,Women,Apparel,Bottomwear,Stockings,Black,Summer,Casual,12
11446,38767,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,Casual,11
11467,29043,Men,Apparel,Bottomwear,Tracksuits,Navy Blue,Summer,Sports,9
11470,26837,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,Casual,3
11477,9161,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
11494,58212,Women,Apparel,Bottomwear,Patiala,White,Fall,Ethnic,13
11497,39225,Women,Apparel,Bottomwear,Trousers,Brown,Summer,Casual,0
11509,27911,Women,Apparel,Bottomwear,Trousers,Black,Summer,Formal,12
11514,9195,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
11530,16800,Men,Apparel,Bottomwear,Trousers,Black,Fall,Casual,12
11540,33149,Girls,Apparel,Bottomwear,Leggings,Pink,Summer,Casual,11
11557,28501,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Sports,9
11562,38932,Girls,Apparel,Bottomwear,Leggings,Pink,Summer,Casual,11
11582,51354,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
11597,26808,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,14
11603,44686,Women,Apparel,Bottomwear,Leggings,Magenta,Summer,Casual,11
11616,42115,Men,Apparel,Bottomwear,Shorts,Black,Fall,Casual,12
11623,51502,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
11640,15672,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
11643,37522,Boys,Apparel,Bottomwear,Shorts,White,Summer,Casual,13
11694,1591,Men,Apparel,Bottomwear,Shorts,Red,Fall,Sports,0
11697,15686,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,Casual,3
11726,52525,Women,Apparel,Bottomwear,Jeggings,Red,Summer,Casual,0
11748,8844,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Casual,0
11774,33720,Women,Apparel,Bottomwear,Leggings,Green,Fall,Casual,6
11781,29849,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Casual,0
11794,57896,Women,Apparel,Bottomwear,Shorts,Off White,Summer,Casual,13
11812,38563,Men,Apparel,Bottomwear,Shorts,Orange,Summer,Casual,2
11881,46910,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
11885,49958,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
11890,14937,Men,Apparel,Bottomwear,Shorts,Olive,Fall,Casual,6
11919,24331,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,14
11927,13781,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Formal,14
11937,30731,Girls,Apparel,Bottomwear,Salwar,Magenta,Summer,Ethnic,11
11947,37514,Boys,Apparel,Bottomwear,Leggings,Yellow,Summer,Casual,4
11953,15644,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,Sports,9
11962,9168,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
11963,2580,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,12
11968,31287,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
11970,17577,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,14
11973,12839,Women,Apparel,Bottomwear,Skirts,Black,Fall,Casual,12
11974,51362,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
11987,57095,Women,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
12001,24755,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
12018,2574,Women,Apparel,Bottomwear,Shorts,Grey,Summer,Casual,14
12021,19419,Men,Apparel,Bottomwear,Shorts,Black,Fall,Casual,12
12026,51396,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Casual,9
12046,14134,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,14
12065,27918,Women,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,14
12068,22456,Women,Apparel,Bottomwear,Leggings,Blue,Fall,Casual,8
12076,15482,Women,Apparel,Bottomwear,Capris,Black,Fall,Casual,12
12084,31425,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,14
12100,2110,Women,Apparel,Bottomwear,Track Pants,Tan,Fall,Sports,3
12106,46745,Men,Apparel,Bottomwear,Track Pants,Charcoal,Summer,Sports,12
12149,27920,Women,Apparel,Bottomwear,Trousers,Black,Summer,Formal,12
12176,15688,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Casual,3
12179,44816,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
12187,18197,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,Casual,9
12190,6588,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,14
12197,35049,Women,Apparel,Bottomwear,Patiala,White,Fall,Ethnic,13
12205,24309,Men,Apparel,Bottomwear,Shorts,Grey,Fall,Casual,14
12208,4825,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,14
12237,9150,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
12251,26806,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,Formal,12
12263,2117,Men,Apparel,Bottomwear,Shorts,Grey,Fall,Sports,14
12267,46742,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,14
12278,33147,Girls,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
12289,15485,Women,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
12301,31422,Men,Apparel,Bottomwear,Shorts,White,Summer,Sports,13
12370,32637,Women,Apparel,Bottomwear,Capris,Blue,Summer,Sports,8
12400,8881,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,Casual,9
12401,51365,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
12409,32405,Women,Apparel,Bottomwear,Trousers,Navy Blue,Fall,Formal,9
12410,40025,Men,Apparel,Bottomwear,Track Pants,Black,Summer,Casual,12
12411,57092,Women,Apparel,Bottomwear,Skirts,Off White,Summer,Casual,13
12416,17928,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
12417,30736,Men,Apparel,Bottomwear,Churidar,White,Summer,Ethnic,13
12420,7491,Women,Apparel,Bottomwear,Shorts,Pink,Summer,Sports,11
12430,15643,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
12469,31476,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,Casual,12
12480,41701,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Casual,9
12492,11243,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
12506,16066,Men,Apparel,Bottomwear,Trousers,Black,Fall,Casual,12
12517,13514,Women,Apparel,Bottomwear,Skirts,Blue,Fall,Casual,8
12522,40085,Men,Apparel,Bottomwear,Shorts,White,Winter,Casual,13
12545,50025,Women,Apparel,Bottomwear,Leggings,Nude,Winter,Casual,2
12551,13342,Women,Apparel,Bottomwear,Capris,Purple,Fall,Casual,10
12557,12290,Men,Apparel,Bottomwear,Trousers,Black,Fall,Formal,12
12575,40071,Women,Apparel,Bottomwear,Tights,Purple,Summer,Casual,10
12600,47066,Women,Apparel,Bottomwear,Patiala,Teal,Fall,Ethnic,7
12607,27183,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,Formal,12
12706,8022,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Sports,9
12716,16059,Men,Apparel,Bottomwear,Trousers,Olive,Fall,Casual,6
12717,29684,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,Formal,12
12720,19011,Women,Apparel,Bottomwear,Track Pants,Purple,Summer,Casual,10
12723,49761,Women,Apparel,Bottomwear,Leggings,White,Summer,Casual,13
12744,31449,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
12779,42973,Women,Apparel,Bottomwear,Swimwear,Magenta,Winter,Casual,11
12817,19481,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
12835,15610,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,12
12869,4849,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,12
12879,47061,Women,Apparel,Bottomwear,Patiala,Brown,Fall,Ethnic,0
12883,27184,Men,Apparel,Bottomwear,Trousers,Black,Summer,Formal,12
12905,32456,Men,Apparel,Bottomwear,Track Pants,Black,Spring,Sports,12
12919,9900,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
12930,28138,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
12931,50022,Women,Apparel,Bottomwear,Leggings,Grey Melange,Winter,Casual,14
12945,13345,Women,Apparel,Bottomwear,Capris,White,Fall,Casual,13
12952,57207,Women,Apparel,Bottomwear,Capris,Blue,Fall,Casual,8
12967,40082,Men,Apparel,Bottomwear,Shorts,Navy Blue,Winter,Casual,9
12971,52547,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
12989,11244,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
12999,16061,Men,Apparel,Bottomwear,Trousers,Olive,Fall,Casual,6
13008,49759,Women,Apparel,Bottomwear,Leggings,Red,Summer,Casual,0
13018,51594,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,Casual,8
13019,16253,Women,Apparel,Bottomwear,Stockings,Grey,Fall,Casual,14
13025,43051,Men,Apparel,Bottomwear,Shorts,White,Summer,Sports,13
13048,6977,Men,Apparel,Bottomwear,Shorts,Green,Summer,Casual,6
13071,9331,Men,Apparel,Bottomwear,Shorts,Blue,Fall,Casual,8
13081,42974,Women,Apparel,Bottomwear,Swimwear,Brown,Winter,Casual,0
13095,29677,Men,Apparel,Bottomwear,Trousers,Olive,Summer,Casual,6
13132,29683,Men,Apparel,Bottomwear,Trousers,Black,Summer,Casual,12
13206,47057,Women,Apparel,Bottomwear,Salwar,Navy Blue,Summer,Ethnic,9
13223,26252,Men,Apparel,Bottomwear,Track Pants,Grey Melange,Summer,Casual,14
13242,6526,Women,Apparel,Bottomwear,Track Pants,Black,Summer,Sports,12
13252,11286,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
13294,16057,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Casual,0
13311,14700,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,Casual,3
13312,37582,Girls,Apparel,Bottomwear,Shorts,White,Summer,Casual,13
13338,30595,Men,Apparel,Bottomwear,Shorts,Grey,Summer,Sports,14
13343,31447,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Sports,9
13347,41354,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
13354,15084,Men,Apparel,Bottomwear,Churidar,White,Fall,Ethnic,13
13410,44289,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Formal,3
13412,38501,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,9
13419,6519,Men,Apparel,Bottomwear,Track Pants,Blue,Summer,Sports,8
13446,26863,Women,Apparel,Bottomwear,Skirts,Navy Blue,Summer,Casual,9
13451,47068,Women,Apparel,Bottomwear,Patiala,Beige,Fall,Ethnic,3
13457,38357,Men,Apparel,Bottomwear,Tracksuits,Red,Summer,Casual,0
13469,41159,Women,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
13522,24996,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
13527,16068,Men,Apparel,Bottomwear,Trousers,Olive,Fall,Casual,6
13534,46344,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
13552,41161,Women,Apparel,Bottomwear,Trousers,Khaki,Summer,Casual,3
13560,38995,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
13563,40281,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,3
13569,41353,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
13575,15083,Men,Apparel,Bottomwear,Churidar,Black,Fall,Ethnic,12
13609,7635,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
13616,31440,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,14
13632,31672,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
13633,11275,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
13674,6521,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Sports,9
13686,11281,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
13707,26255,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Casual,9
13726,40275,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,3
13732,32655,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,12
13742,47050,Women,Apparel,Bottomwear,Salwar,Navy Blue,Summer,Ethnic,9
13753,30102,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
13771,49757,Women,Apparel,Bottomwear,Leggings,Maroon,Summer,Casual,0
13801,57209,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
13814,41962,Boys,Apparel,Bottomwear,Jeans,Navy Blue,Summer,Casual,9
13823,31229,Women,Apparel,Bottomwear,Capris,Pink,Summer,Casual,11
13829,30901,Women,Apparel,Bottomwear,Salwar,Red,Summer,Ethnic,0
13866,38506,Girls,Apparel,Bottomwear,Capris,Pink,Summer,Casual,11
13869,28794,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
13920,24308,Men,Apparel,Bottomwear,Shorts,White,Fall,Casual,13
13928,26807,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,14
13954,27921,Women,Apparel,Bottomwear,Trousers,Beige,Summer,Formal,3
13968,14931,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Casual,9
13970,58222,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
13979,5768,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
13986,19420,Men,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
14008,18196,Men,Apparel,Bottomwear,Trousers,Brown,Fall,Casual,0
14033,51364,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
14034,8880,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Casual,0
14043,32404,Women,Apparel,Bottomwear,Trousers,Black,Summer,Formal,12
14049,57093,Women,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
14059,24753,Women,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
14074,26838,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Casual,14
14087,32252,Women,Apparel,Bottomwear,Skirts,Red,Summer,Ethnic,0
14109,7490,Women,Apparel,Bottomwear,Capris,Grey,Summer,Sports,14
14120,17929,Women,Apparel,Bottomwear,Track Pants,Grey,Fall,Casual,14
14132,15642,Men,Apparel,Bottomwear,Track Pants,Black,Winter,Sports,12
14146,15484,Women,Apparel,Bottomwear,Capris,Black,Fall,Casual,12
14161,46743,Men,Apparel,Bottomwear,Track Pants,Black,Summer,Sports,12
14171,2116,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
14177,33146,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
14194,2572,Women,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Casual,9
14293,27926,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
14295,49959,Men,Apparel,Bottomwear,Shorts,Red,Summer,Casual,0
14306,14936,Men,Apparel,Bottomwear,Shorts,Khaki,Fall,Casual,3
14332,29848,Men,Apparel,Bottomwear,Trousers,Black,Summer,Casual,12
14358,38562,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
14377,33717,Women,Apparel,Bottomwear,Leggings,Turquoise Blue,Summer,Casual,7
14384,27919,Women,Apparel,Bottomwear,Trousers,Brown,Summer,Formal,0
14389,22457,Women,Apparel,Bottomwear,Leggings,Cream,Fall,Casual,13
14403,51397,Men,Apparel,Bottomwear,Shorts,White,Summer,Casual,13
14428,46744,Women,Apparel,Bottomwear,Capris,Black,Summer,Sports,12
14437,2111,Women,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
14441,25024,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Sports,9
14456,53296,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
14477,7497,Women,Apparel,Bottomwear,Shorts,Purple,Summer,Sports,10
14489,30730,Girls,Apparel,Bottomwear,Salwar,Purple,Summer,Ethnic,10
14499,37515,Boys,Apparel,Bottomwear,Leggings,Blue,Summer,Casual,8
14504,15645,Men,Apparel,Bottomwear,Shorts,Black,Winter,Sports,12
14526,42122,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Casual,9
14530,13780,Men,Apparel,Bottomwear,Trousers,Cream,Fall,Formal,13
14532,24754,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
14560,51363,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
14568,9169,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
14579,57094,Women,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
14585,38905,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,Casual,11
14604,58213,Women,Apparel,Bottomwear,Patiala,Red,Fall,Ethnic,0
14607,27910,Women,Apparel,Bottomwear,Trousers,Black,Summer,Casual,12
14626,28500,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,14
14642,2118,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
14645,16801,Men,Apparel,Bottomwear,Trousers,Olive,Fall,Casual,6
14650,33148,Girls,Apparel,Bottomwear,Leggings,Black,Summer,Casual,12
14655,4815,Men,Apparel,Bottomwear,Shorts,Black,Summer,Sports,12
14657,38766,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,Casual,11
14674,17927,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
14684,33980,Women,Apparel,Bottomwear,Stockings,Black,Summer,Casual,12
14694,9160,Men,Apparel,Bottomwear,Jeans,Grey,Fall,Casual,14
14710,29042,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
14726,15687,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Casual,3
14739,18198,Men,Apparel,Bottomwear,Trousers,Blue,Fall,Casual,8
14749,16230,Men,Apparel,Bottomwear,Tracksuits,Grey,Fall,Sports,14
14771,22461,Women,Apparel,Bottomwear,Leggings,Pink,Fall,Casual,11
14776,34504,Women,Apparel,Bottomwear,Trousers,Beige,Summer,Formal,3
14784,33721,Women,Apparel,Bottomwear,Leggings,Peach,Fall,Casual,11
14803,5766,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
14807,52524,Women,Apparel,Bottomwear,Jeggings,Black,Summer,Casual,12
14809,8845,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,14
14827,26809,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,Formal,12
14860,38933,Girls,Apparel,Bottomwear,Leggings,Pink,Summer,Casual,11
14867,51355,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
14888,15673,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
14912,51503,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
14921,42114,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,Casual,9
14925,24306,Men,Apparel,Bottomwear,Tracksuits,Grey,Fall,Casual,14
14939,26831,Men,Apparel,Bottomwear,Trousers,Black,Summer,Casual,12
14954,9167,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
14993,54049,Women,Apparel,Bottomwear,Jeggings,Navy Blue,Summer,Casual,9
15002,16806,Girls,Apparel,Bottomwear,Shorts,White,Fall,Casual,13
15029,19240,Men,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
15031,33719,Women,Apparel,Bottomwear,Leggings,Blue,Fall,Casual,8
15034,58214,Women,Apparel,Bottomwear,Patiala,Multi,Fall,Ethnic,15
15037,22459,Women,Apparel,Bottomwear,Leggings,Purple,Fall,Casual,10
15038,27917,Women,Apparel,Bottomwear,Trousers,Brown,Summer,Formal,0
15054,39011,Girls,Apparel,Bottomwear,Leggings,Blue,Summer,Casual,8
15062,51504,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
15071,42113,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,Sports,9
15092,15674,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
15101,6574,Men,Apparel,Bottomwear,Shorts,White,Summer,Sports,13
15119,57899,Women,Apparel,Bottomwear,Leggings,Black,Fall,Casual,12
15120,38934,Girls,Apparel,Bottomwear,Leggings,Black,Summer,Casual,12
15127,51352,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
15135,9158,Men,Apparel,Bottomwear,Jeans,Black,Fall,Casual,12
15145,29846,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,14
15160,15022,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,Sports,14
15166,41134,Women,Apparel,Bottomwear,Jeggings,Grey,Summer,Casual,14
15171,5761,Women,Apparel,Bottomwear,Shorts,White,Summer,Casual,13
15174,39812,Men,Apparel,Bottomwear,Trousers,Black,Summer,Casual,12
15175,52523,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
15182,8842,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,3
15193,13113,Men,Apparel,Bottomwear,Shorts,Khaki,Fall,Casual,3
15195,49957,Men,Apparel,Bottomwear,Shorts,Grey Melange,Winter,Casual,14
15196,22466,Women,Apparel,Bottomwear,Leggings,Cream,Fall,Casual,13
15200,34503,Women,Apparel,Bottomwear,Trousers,Grey,Summer,Formal,14
15201,27928,Women,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,3
15210,14938,Men,Apparel,Bottomwear,Shorts,Beige,Fall,Casual,3
15251,15680,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Casual,3
15286,25889,Women,Apparel,Bottomwear,Leggings,Cream,Summer,Casual,13
15290,11280,Men,Apparel,Bottomwear,Jeans,Black,Fall,Casual,12
15332,40274,Men,Apparel,Bottomwear,Trousers,Beige,Summer,Casual,3
15349,47051,Women,Apparel,Bottomwear,Salwar,Multi,Summer,Ethnic,15
15351,26254,Men,Apparel,Bottomwear,Track Pants,Charcoal,Summer,Sports,12
15368,40046,Men,Apparel,Bottomwear,Shorts,Black,Winter,Casual,12
15376,20365,Women,Apparel,Bottomwear,Stockings,Brown,Fall,Casual,0
15380,40280,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,14
15383,41352,Women,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
15389,2722,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
15416,38994,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
15432,31673,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
15451,11274,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
15487,7895,Men,Apparel,Bottomwear,Shorts,Olive,Fall,Casual,6
15505,30900,Women,Apparel,Bottomwear,Salwar,Orange,Summer,Ethnic,2
15535,44881,Men,Apparel,Bottomwear,Track Pants,Black,Summer,Casual,12
15542,28795,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
15585,52548,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
15590,31228,Women,Apparel,Bottomwear,Capris,Black,Fall,Sports,12
15613,57208,Women,Apparel,Bottomwear,Jeggings,Blue,Fall,Casual,8
15640,7633,Men,Apparel,Bottomwear,Shorts,Black,Fall,Sports,12
15652,16056,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Casual,3
15660,14701,Men,Apparel,Bottomwear,Trousers,Olive,Fall,Casual,6
15666,24194,Men,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
15675,46342,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
15678,22607,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Sports,9
15684,38993,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
15700,44627,Men,Apparel,Bottomwear,Shorts,Grey,Fall,Casual,14
15769,47056,Women,Apparel,Bottomwear,Salwar,Purple,Summer,Ethnic,10
15798,2187,Men,Apparel,Bottomwear,Shorts,Navy Blue,Fall,Sports,9
15807,6527,Men,Apparel,Bottomwear,Shorts,White,Summer,Sports,13
15819,11287,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
15866,58411,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
15869,44872,Men,Apparel,Bottomwear,Shorts,White,Summer,Casual,13
15882,16069,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,Casual,9
15906,38500,Girls,Apparel,Bottomwear,Jeans,Black,Summer,Casual,12
15927,44288,Men,Apparel,Bottomwear,Trousers,Black,Summer,Formal,12
15939,47069,Women,Apparel,Bottomwear,Patiala,Navy Blue,Fall,Ethnic,9
15956,7892,Men,Apparel,Bottomwear,Shorts,Grey,Fall,Casual,14
15992,13344,Men,Apparel,Bottomwear,Shorts,Black,Fall,Casual,12
15994,31014,Men,Apparel,Bottomwear,Trousers,Black,Summer,Formal,12
16000,50023,Women,Apparel,Bottomwear,Leggings,White,Winter,Casual,13
16021,51595,Women,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
16022,16252,Women,Apparel,Bottomwear,Stockings,Brown,Fall,Casual,0
16043,58418,Men,Apparel,Bottomwear,Jeans,Blue,Summer,Casual,8
16055,11245,Women,Apparel,Bottomwear,Churidar,Black,Fall,Ethnic,12
16060,49758,Women,Apparel,Bottomwear,Leggings,Beige,Summer,Casual,3
16068,16060,Men,Apparel,Bottomwear,Trousers,Beige,Fall,Casual,3
16101,15611,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,Casual,9
16131,32457,Men,Apparel,Bottomwear,Shorts,Black,Spring,Sports,12
16146,9901,Men,Apparel,Bottomwear,Jeans,Blue,Fall,Casual,8
16151,27185,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Formal,0
16160,47060,Women,Apparel,Bottomwear,Salwar,Blue,Summer,Ethnic,8
16185,29682,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,14
16230,16609,Men,Apparel,Bottomwear,Trousers,Grey,Fall,Formal,14
16233,6982,Men,Apparel,Bottomwear,Track Pants,Cream,Summer,Casual,13
16262,29020,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,Sports,14
16278,39080,Men,Apparel,Bottomwear,Shorts,Brown,Summer,Casual,0
16287,17945,Men,Apparel,Bottomwear,Track Pants,Black,Fall,Sports,12
16290,29676,Men,Apparel,Bottomwear,Trousers,Grey,Summer,Casual,14
16316,9754,Women,Apparel,Bottomwear,Track Pants,Black,Fall,Casual,12
16324,27182,Men,Apparel,Bottomwear,Trousers,Brown,Summer,Formal,0
16333,47067,Women,Apparel,Bottomwear,Patiala,Purple,Fall,Ethnic,10
16357,40070,Women,Apparel,Bottomwear,Capris,Black,Summer,Casual,12
16373,46387,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
16392,54226,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,Casual,12
16441,11242,Women,Apparel,Bottomwear,Jeans,Black,Fall,Casual,12
16449,13515,Women,Apparel,Bottomwear,Skirts,Blue,Fall,Casual,8
16456,16067,Men,Apparel,Bottomwear,Trousers,Black,Fall,Casual,12
16472,51592,Women,Apparel,Bottomwear,Jeggings,Black,Summer,Casual,12
16475,34105,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,Casual,8
16483,41700,Men,Apparel,Bottomwear,Shorts,Black,Summer,Casual,12
16489,13343,Boys,Apparel,Bottomwear,Shorts,Black,Fall,Casual,12
