,id,gender,masterCategory,subCategory,articleType,baseColour,season,usage,colorgroup
18344,11399,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,Casual,14
18347,11997,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,6
18349,10845,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,0
18351,4960,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
18353,38613,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18356,9643,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,6
18359,8791,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,8
18361,23069,Men,Apparel,Topwear,Sweaters,Black,Fall,Casual,12
18362,54907,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
18363,51449,Women,Apparel,Topwear,Tops,Yellow,Summer,Casual,4
18365,29553,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
18366,1876,Men,Apparel,Topwear,Tshirts,White,Winter,Casual,13
18367,20288,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,4
18369,4538,Men,Apparel,Topwear,Tshirts,White,Winter,Casual,13
18375,48100,Women,Apparel,Topwear,Tops,Rust,Summer,Casual,0
18376,9227,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,8
18380,26943,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
18385,27891,Women,Apparel,Topwear,Shirts,Purple,Summer,Formal,10
18387,19590,Women,Apparel,Topwear,Tops,White,Fall,Casual,13
18388,12178,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
18390,6861,Women,Apparel,Topwear,Tops,Cream,Summer,Casual,13
18393,30228,Men,Apparel,Topwear,Shirts,Black,Summer,Formal,12
18394,12944,Men,Apparel,Topwear,Shirts,Yellow,Fall,Casual,4
18396,9829,Women,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
18398,56806,Women,Apparel,Topwear,Kurtis,Brown,Summer,Ethnic,0
18399,21168,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,8
18406,15701,Men,Apparel,Topwear,Sweaters,Grey,Fall,Casual,14
18407,4356,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
18408,53114,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
18417,9449,Men,Apparel,Topwear,Shirts,Purple,Fall,Formal,10
18419,26711,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
18429,2293,Women,Apparel,Topwear,Tshirts,Pink,Fall,Casual,11
18430,3341,Men,Apparel,Topwear,Tshirts,Blue,Summer,Sports,8
18436,6633,Men,Apparel,Topwear,Shirts,Black,Summer,Casual,12
18439,17264,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
18449,4958,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
18452,10041,Women,Apparel,Topwear,Tshirts,Brown,Fall,Sports,0
18453,24274,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,9
18454,3725,Women,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
18458,12372,Men,Apparel,Topwear,Shirts,Green,Fall,Formal,6
18459,54567,Women,Apparel,Topwear,Kurtas,Maroon,Summer,Ethnic,0
18464,34482,Women,Apparel,Topwear,Tops,Pink,Fall,Casual,11
18465,6257,Women,Apparel,Topwear,Tshirts,Black,Winter,Casual,12
18466,14085,Men,Apparel,Topwear,Sweaters,White,Fall,Casual,13
18472,15157,Men,Apparel,Topwear,Tshirts,Orange,Fall,Casual,2
18474,10425,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,6
18475,24610,Men,Apparel,Topwear,Shirts,White,Fall,Casual,13
18480,21150,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
18485,37809,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,8
18492,12140,Women,Apparel,Topwear,Kurtas,Red,Fall,Ethnic,0
18494,3517,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
18495,30210,Men,Apparel,Topwear,Shirts,Purple,Summer,Formal,10
18496,13092,Men,Apparel,Topwear,Jackets,White,Fall,Casual,13
18497,6859,Women,Apparel,Topwear,Tops,Peach,Summer,Casual,11
18502,6065,Men,Apparel,Topwear,Shirts,Pink,Summer,Casual,11
18503,31104,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
18504,8339,Boys,Apparel,Topwear,Tshirts,White,Fall,Casual,13
18506,12386,Men,Apparel,Topwear,Shirts,Red,Fall,Formal,0
18508,13254,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,9
18510,2603,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18511,31938,Women,Apparel,Topwear,Kurtas,Turquoise Blue,Summer,Ethnic,7
18515,34476,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,11
18517,14071,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,14
18518,20244,Women,Apparel,Topwear,Tshirts,Peach,Fall,Casual,11
18519,5426,Boys,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18520,44701,Women,Apparel,Topwear,Tops,Pink,Summer,Casual,11
18521,36321,Boys,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
18522,21396,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,9
18536,57124,Women,Apparel,Topwear,Tops,Black,Summer,Casual,12
18541,59882,Women,Apparel,Topwear,Tops,Black,Fall,Casual,12
18542,25504,Boys,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
18543,11731,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,14
18547,7143,Women,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
18548,12988,Women,Apparel,Topwear,Sweaters,Black,Fall,Casual,12
18550,46264,Women,Apparel,Topwear,Tunics,Black,Summer,Casual,12
18554,6091,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,11
18558,36577,Men,Apparel,Topwear,Shirts,Brown,Summer,Casual,0
18561,58508,Women,Apparel,Topwear,Sweaters,Grey,Summer,Casual,14
18562,14627,Women,Apparel,Topwear,Tops,Grey,Fall,Casual,14
18567,11355,Women,Apparel,Topwear,Tops,Black,Fall,Casual,12
18571,2055,Men,Apparel,Topwear,Tshirts,Grey,Winter,Casual,14
18572,13402,Men,Apparel,Topwear,Shirts,Blue,Summer,Casual,8
18580,34220,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
18581,7527,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
18585,22345,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
18589,2267,Women,Apparel,Topwear,Tshirts,Pink,Fall,Sports,11
18592,34012,Girls,Apparel,Topwear,Tops,White,Summer,Casual,13
18594,17290,Men,Apparel,Topwear,Sweaters,Grey,Fall,Casual,14
18600,4190,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
18607,11167,Men,Apparel,Topwear,Shirts,Brown,Fall,Formal,0
18608,33237,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,8
18610,19597,Women,Apparel,Topwear,Tops,Magenta,Fall,Casual,11
18611,3528,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18616,27298,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,6
18617,12943,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
18619,23638,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
18620,13891,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
18621,14288,Men,Apparel,Topwear,Tshirts,Maroon,Fall,Casual,0
18624,40158,Girls,Apparel,Topwear,Tops,Blue,Summer,Casual,8
18626,32578,Women,Apparel,Topwear,Tops,Black,Summer,Casual,12
18629,1871,Men,Apparel,Topwear,Tshirts,White,Winter,Casual,13
18630,58395,Men,Apparel,Topwear,Shirts,Purple,Summer,Casual,10
18633,15168,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,6
18640,54558,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual,8
18643,48107,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,8
18645,26944,Women,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
18646,6268,Women,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
18647,27896,Women,Apparel,Topwear,Tops,Gold,Summer,Casual,3
18649,11990,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,0
18651,53319,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,9
18652,10842,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,14
18653,5089,Men,Apparel,Topwear,Tshirts,Purple,Summer,Casual,10
18654,4967,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
18656,38614,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
18658,9644,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,6
18663,8796,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,12
18664,12729,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,12
18666,54900,Men,Apparel,Topwear,Tshirts,Beige,Summer,Casual,3
18669,16389,Men,Apparel,Topwear,Shirts,Maroon,Fall,Formal,0
18670,9476,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,8
18677,29766,Men,Apparel,Topwear,Shirts,Green,Summer,Casual,6
18678,3970,Women,Apparel,Topwear,Tops,Black,Summer,Casual,12
18680,24845,Men,Apparel,Topwear,Jackets,Beige,Summer,Casual,3
18688,39732,Women,Apparel,Topwear,Tops,Peach,Summer,Casual,11
18689,33208,Women,Apparel,Topwear,Tunics,Grey,Summer,Casual,14
18690,5841,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
18694,19335,Men,Apparel,Topwear,Jackets,White,Fall,Casual,13
18696,28472,Women,Apparel,Topwear,Tops,Purple,Summer,Casual,10
18701,9482,Men,Apparel,Topwear,Shirts,Black,Fall,Formal,12
18703,19107,Men,Apparel,Topwear,Tshirts,Beige,Summer,Casual,3
18707,8550,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,0
18708,2856,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
18712,3984,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
18713,25963,Women,Apparel,Topwear,Tunics,Purple,Summer,Casual,10
18722,19563,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
18723,31309,Women,Apparel,Topwear,Kurtas,Green,Summer,Ethnic,6
18725,6892,Women,Apparel,Topwear,Tops,White,Summer,Casual,13
18729,13865,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,6
18731,40990,Girls,Apparel,Topwear,Tops,White,Summer,Casual,13
18738,39164,Women,Apparel,Topwear,Kurtas,Beige,Summer,Ethnic,3
18741,5419,Boys,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18742,38284,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
18748,19751,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
18750,16719,Men,Apparel,Topwear,Jackets,Black,Fall,Casual,12
18753,27862,Women,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,9
18758,53774,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
18763,10413,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,14
18765,13296,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
18766,54551,Women,Apparel,Topwear,Tunics,Blue,Summer,Casual,8
18767,9229,Men,Apparel,Topwear,Shirts,Blue,Fall,Formal,8
18769,3713,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
18780,12176,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,6
18782,3521,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,Casual,9
18784,23631,Men,Apparel,Topwear,Tshirts,Off White,Summer,Casual,13
18785,9827,Women,Apparel,Topwear,Tshirts,White,Fall,Casual,13
18788,6053,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18789,7181,Women,Apparel,Topwear,Tops,White,Fall,Casual,13
18790,21166,Women,Apparel,Topwear,Tops,Black,Fall,Casual,12
18794,56808,Women,Apparel,Topwear,Kurtis,Lavender,Summer,Ethnic,10
18800,32571,Women,Apparel,Topwear,Sweaters,Grey,Summer,Casual,14
18806,40151,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,13
18808,26727,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18809,31790,Women,Apparel,Topwear,Tshirts,Pink,Summer,Casual,11
18812,2097,Men,Apparel,Topwear,Shirts,Blue,Winter,Casual,8
18813,30642,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
18817,3979,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
18824,53122,Women,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
18826,59418,Women,Apparel,Topwear,Tshirts,Orange,Summer,Casual,2
18831,1612,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
18834,11397,Men,Apparel,Topwear,Sweaters,Black,Fall,Casual,12
18837,11999,Men,Apparel,Topwear,Shirts,White,Fall,Formal,13
18842,24242,Women,Apparel,Topwear,Kurtis,Green,Fall,Ethnic,6
18846,26515,Men,Apparel,Topwear,Shirts,Red,Spring,Casual,0
18853,54909,Men,Apparel,Topwear,Tshirts,Green,Spring,Casual,6
18854,6605,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
18855,23067,Men,Apparel,Topwear,Sweaters,Brown,Fall,Casual,0
18857,17252,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,9
18859,13434,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
18864,16146,Women,Apparel,Topwear,Tops,Grey,Fall,Casual,14
18865,22373,Men,Apparel,Topwear,Shirts,Peach,Fall,Casual,11
18869,34216,Men,Apparel,Topwear,Tshirts,Mustard,Summer,Casual,3
18872,4394,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
18876,33033,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,13
18879,11363,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18885,5848,Men,Apparel,Topwear,Tshirts,Grey,Summer,Sports,14
18890,56696,Men,Apparel,Topwear,Kurtas,Teal,Summer,Ethnic,7
18901,46404,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
18902,34024,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,13
18905,36317,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
18907,15195,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
18908,14047,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
18909,53780,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18913,25700,Women,Apparel,Topwear,Tops,Purple,Summer,Casual,10
18914,11535,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,13
18922,31132,Men,Apparel,Topwear,Shirts,Blue,Summer,Formal,8
18927,34440,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,13
18929,7347,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,10
18932,27265,Women,Apparel,Topwear,Tops,Teal,Summer,Casual,7
18933,13050,Men,Apparel,Topwear,Shirts,White,Fall,Casual,13
18934,7949,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,12
18935,12182,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
18937,31300,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18938,50337,Women,Apparel,Topwear,Kurtis,Blue,Summer,Ethnic,8
18940,7175,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,12
18941,46252,Women,Apparel,Topwear,Tunics,Yellow,Summer,Casual,4
18955,25532,Men,Apparel,Topwear,Shirts,Purple,Summer,Casual,10
18956,11707,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,10
18958,57112,Women,Apparel,Topwear,Tops,Green,Summer,Casual,6
18962,3348,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18964,18225,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
18969,51478,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
18970,54936,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
18971,23058,Men,Apparel,Topwear,Tshirts,Purple,Fall,Casual,10
18974,10874,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,9
18977,38622,Men,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
18978,10048,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,12
18981,24873,Boys,Apparel,Topwear,Tshirts,White,Summer,Casual,13
18986,26718,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
18990,54338,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,8
18993,3946,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,13
18998,21159,Women,Apparel,Topwear,Tops,Green,Fall,Casual,6
18999,40952,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
19001,38848,Women,Apparel,Topwear,Tops,Grey,Summer,Casual,14
19004,37800,Men,Apparel,Topwear,Shirts,White,Summer,Formal,13
19007,12149,Women,Apparel,Topwear,Kurtis,Blue,Fall,Ethnic,8
19009,9818,Women,Apparel,Topwear,Tshirts,Grey,Fall,Casual,14
19012,18641,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,12
19017,19793,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,9
19019,17609,Girls,Apparel,Topwear,Tshirts,White,Fall,Casual,13
19024,1847,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
19026,15962,Men,Apparel,Topwear,Jackets,Khaki,Fall,Casual,3
19027,39394,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
19028,38246,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
19034,39152,Women,Apparel,Topwear,Kurtas,Turquoise Blue,Summer,Ethnic,7
19037,11738,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
19043,26388,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
19044,19555,Women,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
19048,13853,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,10
19053,8330,Boys,Apparel,Topwear,Tshirts,White,Fall,Casual,13
19057,27854,Women,Apparel,Topwear,Tops,Maroon,Summer,Casual,0
19062,58357,Men,Apparel,Topwear,Tshirts,Brown,Summer,Casual,0
19063,14078,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,14
19064,44708,Women,Apparel,Topwear,Shirts,Blue,Summer,Casual,8
19066,15996,Men,Apparel,Topwear,Shirts,Blue,Fall,Casual,8
19074,9686,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,9
19082,10880,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,9
19083,4199,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
19085,24289,Men,Apparel,Topwear,Sweatshirts,Black,Summer,Casual,12
19087,24887,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
19088,5279,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
19096,49641,Women,Apparel,Topwear,Tops,White,Summer,Casual,13
19098,17897,Men,Apparel,Topwear,Jackets,Black,Fall,Sports,12
19102,2860,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
19103,34229,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
19105,27262,Women,Apparel,Topwear,Tops,Olive,Summer,Casual,6
19106,2400,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Sports,9
19108,31307,Women,Apparel,Topwear,Kurtas,Cream,Summer,Ethnic,13
19109,12185,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,12
19112,50330,Women,Apparel,Topwear,Kurtas,Brown,Summer,Ethnic,0
19114,46255,Women,Apparel,Topwear,Tunics,Brown,Summer,Casual,0
19115,7172,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,Casual,9
19120,38884,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
19123,11700,Men,Apparel,Topwear,Shirts,Green,Fall,Casual,6
19127,57115,Women,Apparel,Topwear,Tops,Magenta,Summer,Casual,11
19129,15192,Men,Apparel,Topwear,Tshirts,Yellow,Fall,Casual,4
19130,36310,Boys,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
19132,5417,Girls,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
19134,14040,Men,Apparel,Topwear,Shirts,Yellow,Fall,Casual,4
19135,53787,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
19137,11532,Women,Apparel,Topwear,Tops,Black,Fall,Casual,12
19140,40390,Women,Apparel,Topwear,Tops,Grey Melange,Summer,Casual,14
19149,6292,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
19150,34447,Women,Apparel,Topwear,Tshirts,Peach,Summer,Casual,11
19152,7340,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
19160,33206,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
19162,56691,Men,Apparel,Topwear,Kurtas,Red,Summer,Ethnic,0
19166,2256,Men,Apparel,Topwear,Tshirts,Blue,Fall,Casual,8
19170,46403,Men,Apparel,Topwear,Tshirts,Olive,Summer,Casual,6
19176,34023,Boys,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
19178,19109,Men,Apparel,Topwear,Tshirts,Beige,Summer,Casual,3
19180,13433,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
19182,22374,Men,Apparel,Topwear,Shirts,Black,Fall,Casual,12
19184,16141,Women,Apparel,Topwear,Tops,Yellow,Fall,Casual,4
19186,7516,Women,Apparel,Topwear,Tshirts,Pink,Summer,Sports,11
19188,34211,Men,Apparel,Topwear,Tshirts,Coffee Brown,Winter,Casual,0
19191,2858,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
19198,4393,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
19202,11364,Women,Apparel,Topwear,Tops,Magenta,Fall,Casual,11
19206,5087,Men,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
19212,10070,Women,Apparel,Topwear,Tshirts,Pink,Fall,Casual,11
19215,4969,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
19216,12727,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,6
19218,8798,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,0
19224,16387,Men,Apparel,Topwear,Shirts,Orange,Fall,Formal,2
19225,51440,Women,Apparel,Topwear,Tops,Cream,Summer,Casual,13
19227,17255,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,12
19228,23060,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,6
19229,28488,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
19230,6602,Women,Apparel,Topwear,Tshirts,Yellow,Summer,Casual,4
19233,3142,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
19235,31797,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
19236,26720,Men,Apparel,Topwear,Tshirts,Grey,Summer,Casual,14
19238,9478,Men,Apparel,Topwear,Shirts,Black,Fall,Formal,12
19239,2090,Men,Apparel,Topwear,Tshirts,Black,Fall,Sports,12
19240,30645,Men,Apparel,Topwear,Tshirts,Maroon,Summer,Sports,0
19241,22380,Men,Apparel,Topwear,Shirts,White,Fall,Casual,13
19248,53125,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
19250,4367,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
19256,1615,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,Casual,9
19262,27296,Women,Apparel,Topwear,Kurtas,Green,Fall,Ethnic,6
19264,3526,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
19266,12171,Men,Apparel,Topwear,Shirts,Orange,Fall,Casual,2
19267,19599,Women,Apparel,Topwear,Tops,Blue,Fall,Casual,8
19268,6054,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,Casual,9
19270,9820,Women,Apparel,Topwear,Tshirts,Grey,Fall,Casual,14
19277,21161,Women,Apparel,Topwear,Tops,Grey,Fall,Casual,14
19283,40156,Girls,Apparel,Topwear,Tops,Green,Summer,Casual,6
19286,15166,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,0
19293,53773,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
19297,10414,Women,Apparel,Topwear,Tshirts,Purple,Fall,Casual,10
19302,48109,Women,Apparel,Topwear,Tops,Navy Blue,Summer,Casual,9
19303,13291,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,6
19304,54556,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,13
19307,3714,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
19310,6266,Women,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
19312,27898,Women,Apparel,Topwear,Tops,Black,Summer,Casual,12
19330,7529,Men,Apparel,Topwear,Tshirts,White,Summer,Sports,13
19332,28671,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
19333,2867,Men,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
19336,9681,Men,Apparel,Topwear,Tshirts,Red,Fall,Casual,0
19337,2269,Women,Apparel,Topwear,Tshirts,Green,Fall,Sports,6
19344,58734,Men,Apparel,Topwear,Tshirts,Red,Fall,Sports,0
19347,33239,Men,Apparel,Topwear,Shirts,Black,Summer,Formal,12
19348,11169,Men,Apparel,Topwear,Sweaters,Green,Fall,Casual,6
19352,8337,Boys,Apparel,Topwear,Tshirts,Red,Fall,Casual,0
19355,27853,Women,Apparel,Topwear,Tops,Blue,Summer,Casual,8
19356,31936,Women,Apparel,Topwear,Tunics,Blue,Summer,Ethnic,8
19358,5428,Girls,Apparel,Topwear,Tshirts,White,Summer,Casual,13
19369,39155,Women,Apparel,Topwear,Kurtas,Magenta,Summer,Ethnic,11
19377,19552,Men,Apparel,Topwear,Sweatshirts,Purple,Fall,Casual,10
19378,13854,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,10
19380,8939,Men,Apparel,Topwear,Shirts,Red,Fall,Casual,0
19385,54569,Women,Apparel,Topwear,Kurtas,Grey,Summer,Ethnic,14
19386,18646,Men,Apparel,Topwear,Shirts,Purple,Fall,Casual,10
19387,19794,Men,Apparel,Topwear,Tshirts,Green,Fall,Casual,6
19392,6259,Women,Apparel,Topwear,Tshirts,White,Summer,Casual,13
19393,26975,Women,Apparel,Topwear,Tops,Black,Summer,Casual,12
19398,15965,Men,Apparel,Topwear,Jackets,Black,Fall,Casual,12
19402,40955,Boys,Apparel,Topwear,Tshirts,Red,Summer,Casual,0
19411,3519,Men,Apparel,Topwear,Tshirts,White,Summer,Casual,13
19415,24874,Boys,Apparel,Topwear,Tshirts,Maroon,Summer,Casual,0
19416,4358,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
19419,45843,Women,Apparel,Topwear,Kurtas,White,Summer,Ethnic,13
19421,8595,Men,Apparel,Topwear,Tshirts,Black,Fall,Casual,12
19425,9447,Men,Apparel,Topwear,Shirts,White,Fall,Formal,13
19427,3941,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
19437,9675,Men,Apparel,Topwear,Tshirts,White,Fall,Casual,13
19442,54931,Men,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
19443,10873,Men,Apparel,Topwear,Tshirts,Grey,Fall,Casual,14
19448,5884,Women,Apparel,Topwear,Tshirts,Black,Summer,Casual,12
19449,38625,Women,Apparel,Topwear,Tshirts,Green,Summer,Casual,6
19450,4956,Men,Apparel,Topwear,Shirts,Red,Summer,Casual,0
19452,32972,Men,Apparel,Topwear,Tshirts,Blue,Summer,Casual,8
