,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Top Type,Bottom Type,Material,Pattern,Neck,Waist Rise,Sleeve Length,Colour,Brand,Price
225,30897,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2012.0,Ethnic,Fabindia Women Mustard Kalamkari Salwar,Not specified,Not specified,Cotton,Printed,Not specified,Mid-Rise,Not specified,Mustard,Fabindia,890
226,52413,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Black Nightdress,Not specified,Not specified,Nylon,Printed,Halter Neck,Not specified,Not specified,"Black, Multi",Red Rose,689
227,41699,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Casual,DC Comics Men Blue Printed Lounge Pants,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, Yellow",DC Comics,799
228,50981,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Enamor Women Brown Nightdress,Not specified,Not specified,Nylon,Solid,Not specified,Not specified,Sleeveless,Brown,Enamor,1800
229,56243,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men White & Black Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Striped, Striped, Striped",Shirt Collar,Not specified,Short Sleeves,"White, Black, ",SDL by Sweet Dreams,1199
230,52425,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Purple Nightdress,Not specified,Not specified,Not specified,Solid,V-Neck,Not specified,Not specified,"Purple, Multi",Red Rose,545
231,30899,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2012.0,Casual,Fabindia Women Navy Blue Salwar,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,Navy Blue,Fabindia,430
232,51059,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Enamor Women Black Nightdress,Not specified,Not specified,Nylon,Solid,Halter Neck,Not specified,Not specified,Black,Enamor,3250
233,52422,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Multi Coloured Nightdress,Not specified,Not specified,Microfiber,Printed,V-Neck,Not specified,Sleeveless,"Multi, Cream",Red Rose,574
234,56244,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Navy Blue Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Solid, Solid, Solid",Shirt Collar,Not specified,Short Sleeves,"Navy Blue, , ",SDL by Sweet Dreams,1199
235,51061,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,,Enamor Women Teal Nightdress,Not specified,Not specified,Nylon,Solid,Scoop Neck,Not specified,Not specified,Teal,Enamor,2999
236,52449,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose White Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"White, , ",Red Rose,689
237,55806,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Green & White Printed Night Suit S11-3134,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Sleeveless,"Green, White, Black",SDL by Sweet Dreams,999
238,18001,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2011.0,Sports,Puma Women Black Essential Skinny Capris,Not specified,Not specified,Polyester,Solid,Not specified,Mid-Rise,Not specified,Black,Puma,1699
239,27425,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Winter,2015.0,Casual,Jockey Women Navy Blue Lounge Shorts,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Jockey,499
240,52476,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Women White & Blue Polka Dot Print Bath Robe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, White",Red Rose,1049
241,52482,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Winter,2015.0,Casual,Red Rose Red & Black Nightdress,Not specified,Not specified,Polyester,Printed,V-Neck,Not specified,Not specified,"Red, Black",Red Rose,689
242,51035,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Enamor Women Cream Nightdress,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Sleeveless,Cream,Enamor,925
243,51809,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Lavender Nightdress,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Three-Quarter Sleeves,"Lavender, , ",Bwitch,1499
244,56228,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Grey Melange Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Grey Melange, Black, ",SDL by Sweet Dreams,1399
245,55801,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Sleeveless,"White, Blue",SDL by Sweet Dreams,899
246,22998,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Sports,2go Active Gear USA Men Black Brian Lounge Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,"Black, , ",2go ACTIVE GEAR USA,555
247,51032,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Enamor Women Lavender Nightdress,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Lavender,Enamor,1050
248,27422,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Winter,2015.0,Casual,Jockey Women Red Relaxed Lounge Pants,Not specified,Not specified,"Cotton, Cotton",Not specified,Not specified,Not specified,Not specified,Red,Jockey,679
249,51807,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Blue Nightdress,Not specified,Not specified,Satin,Solid,Not specified,Not specified,Three-Quarter Sleeves,Blue,Bwitch,1299
250,52478,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Winter,2015.0,Casual,Red Rose Red Nightdress,Not specified,Not specified,Polyester,Printed,Square Neck,Not specified,Not specified,Red,Red Rose,845
251,56221,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Purple Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,Purple,SDL by Sweet Dreams,1399
252,27414,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Winter,2015.0,Casual,Jockey Women Navy Blue Lounge Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Navy Blue,Jockey,689
253,13621,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2016.0,Casual,Hanes Men Knitted Grey Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,"Grey, , ",Hanes,485
254,52447,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose Black Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"Black, , ",Red Rose,689
255,55830,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women & Grey Pink Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,"Pink, Grey",SDL by Sweet Dreams,799
256,51800,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch White Nightdress,Not specified,Not specified,Not specified,Solid,V-Neck,Not specified,Not specified,"White, , ",Bwitch,1299
257,52440,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose Black Nightdress,Not specified,Not specified,Nylon,Solid,Not specified,Not specified,Sleeveless,"Black, , ",Red Rose,597
258,27413,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2018.0,Casual,Jockey Women Grey Melange Lounge Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Grey Melange,Jockey,699
259,56226,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Green & Grey Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Green, , ",SDL by Sweet Dreams,1199
260,56245,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Black Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Abstract, Printed, Printed",Shirt Collar,Not specified,Short Sleeves,"White, Black",SDL by Sweet Dreams,1399
261,51060,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Enamor Women Lavender Nightdress,Not specified,Not specified,Nylon,Solid,Scoop Neck,Not specified,Not specified,Lavender,Enamor,2999
262,52423,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Microfiber,Printed,V-Neck,Not specified,Short Sleeves,"Blue, Purple",Red Rose,574
263,52424,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Cream Nightdress,Not specified,Not specified,Microfiber,Printed,V-Neck,Not specified,Not specified,"Cream, Multi",Red Rose,545
264,7932,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Fall,2011.0,Sports,Puma Women's Jersey Black Track Pant,Not specified,Not specified,Blended,Not specified,Not specified,Not specified,Not specified,Black,Puma,1199
265,52412,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Pink Nightdress 9005,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Pink,Red Rose,717
266,41698,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2012.0,Casual,DC Comics Men Black and Green Printed Pyjamas DCS12MTPJ47700,Not specified,Not specified,Cotton,Printed,Not specified,Mid-Rise,Not specified,"Black, Green",DC Comics,799
267,50980,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Enamor Women Purple Nightdress,Not specified,Not specified,Polyester,Solid,V-Neck,Not specified,Not specified,Purple,Enamor,1150
268,52415,Women,Apparel,Loungewear and Nightwear,Night suits,Winter,2015.0,Casual,Red Rose Pink Pyjama Set,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Red Rose,689
269,51801,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Women Pink Nightdress,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Sleeveless,"Pink, , ",Bwitch,999
270,55831,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,"White, Pink",SDL by Sweet Dreams,899
271,56227,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Blue Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Blue, Black, ",SDL by Sweet Dreams,1299
272,52441,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Pink Nightdress,Not specified,Not specified,Nylon,Solid,Halter Neck,Not specified,Sleeveless,Pink,Red Rose,597
273,13627,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2016.0,Casual,Hanes Men Knitted Blue Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,"Blue, Grey, ",Hanes,485
274,27412,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2018.0,Casual,Jockey Women Charcoal Grey Lounge Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Charcoal,Jockey,699
275,52479,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Winter,2015.0,Casual,Red Rose White Nightdress,Not specified,Not specified,Polyester,Printed,Square Neck,Not specified,Not specified,"White, Pink",Red Rose,845
276,51806,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Mint Green Nightdress,Not specified,Not specified,Satin,Solid,Not specified,Not specified,Three-Quarter Sleeves,Green,Bwitch,1499
277,55809,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink & Purple Night Suit S11-3186,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Pink, Purple",SDL by Sweet Dreams,999
278,45095,Women,Apparel,Loungewear and Nightwear,Night suits,Winter,2015.0,Casual,Bwitch Silver Pyjama Set,T-shirt,Pyjamas,"Polyester, Polyester","Solid, Solid, Solid",Round Neck,Not specified,Sleeveless,Silver,Bwitch,1499
279,52446,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Red & Black Nightdress,Not specified,Not specified,Nylon,Printed,V-Neck,Not specified,Not specified,"Red, Black",Red Rose,620
280,55800,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Green Nightdress,Not specified,Not specified,Satin,Printed,V-Neck,Not specified,Short Sleeves,"White, Green",SDL by Sweet Dreams,699
281,56229,Men,Apparel,Loungewear and Nightwear,Night suits,Summer,2016.0,Casual,SDL by Sweet Dreams Men Brown Pyjama Set,T-shirt,Pyjamas,"Pure Cotton, Pure Cotton","Abstract, Printed, Printed",Round Neck,Not specified,Short Sleeves,"Black, Brown",SDL by Sweet Dreams,1399
282,27423,Women,Apparel,Loungewear and Nightwear,Lounge Shorts,Winter,2015.0,Casual,Jockey Women Magenta Lounge Shorts,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Magenta,Jockey,499
283,22999,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Sports,2go Active Gear USA Men Black Roger Lounge Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,"Black, , ",2go ACTIVE GEAR USA,665
284,51033,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Enamor Women Brown Nightdress,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Brown,Enamor,1050
285,52448,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Red Rose Red Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"Red, , ",Red Rose,689
286,55807,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey & Green Night Suit S11-3144,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Sleeveless,"Grey Melange, Green",SDL by Sweet Dreams,899
287,51808,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2016.0,Casual,Bwitch Red Nightdress,Not specified,Not specified,Not specified,Solid,Not specified,Not specified,Three-Quarter Sleeves,"Red, , ",Bwitch,1299
288,51034,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Enamor Women Pink Highspirit Nightdress,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Pink,Enamor,1050
289,27424,Women,Apparel,Loungewear and Nightwear,Shorts,Winter,2015.0,Casual,Jockey Black Shorts,Not specified,Not specified,"Cotton, Elastane",Solid,Not specified,Mid-Rise,Not specified,"Black, Pink",Jockey,499
290,52477,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Winter,2015.0,Casual,Red Rose Black Nightdress,Not specified,Not specified,Polyester,Printed,Not specified,Not specified,Not specified,"Black, Red",Red Rose,845
291,36272,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Pink, Brown",SDL by Sweet Dreams,899
292,52505,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Off-White Printed Bath Robe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Off White,Red Rose,1049
293,52353,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Short Sleeves,"Blue, Navy Blue",Red Rose,655
294,36286,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Grey, Purple",SDL by Sweet Dreams,1199
295,52398,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Blue Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,Blue,Red Rose,597
296,36281,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Blue,SDL by Sweet Dreams,1099
297,59748,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,Avirate Cream Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"Cream, , ",Avirate,2800
298,52354,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Yellow Nightdress,Not specified,Not specified,Cotton,Solid,V-Neck,Not specified,Short Sleeves,Yellow,Red Rose,689
299,52502,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Pink & Purple Printed Bath Robe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Purple, Green",Red Rose,1049
300,43470,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Pyjama Set,Top,Pyjamas,"Pure Cotton, Pure Cotton","Solid, Solid, Solid",Round Neck,Not specified,Short Sleeves,White,SDL by Sweet Dreams,899
301,36275,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Pink,SDL by Sweet Dreams,999
302,49949,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2016.0,Casual,Hanes Men Grey Melange Shorts,Not specified,Not specified,Cotton,Not specified,Not specified,Mid-Rise,Not specified,"Grey Melange, Black, ",Hanes,535
303,52396,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Peach Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,Peach,Red Rose,597
304,52362,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Off White Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Sleeveless,"Off White, Green",Red Rose,666
305,36288,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Pink,SDL by Sweet Dreams,1199
306,52391,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Lavender Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Sleeveless,Lavender,Red Rose,574
307,59746,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2014.0,Casual,Avirate White Babydoll Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"White, , ",Avirate,2500
308,59712,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2012.0,Casual,Avirate Black Babydoll Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"Black, , ",Avirate,2000
309,55789,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Black Nightdress,Not specified,Not specified,Cotton,Printed,Not specified,Not specified,Three-Quarter Sleeves,"Black, Pink",SDL by Sweet Dreams,1799
310,49779,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2012.0,Casual,Little Miss Intimates White Printed Pyjama Set,T-shirt,Pyjamas,"Polyester, Polyester","Abstract, Printed, Printed",Round Neck,Not specified,Sleeveless,"White, Pink, Blue",Little Miss Intimates,555
311,50654,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Winter,2016.0,Sports,Chromozome Men Black Lounge Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,"Black, Red",Chromozome,499
312,59715,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2014.0,Casual,Avirate Light Orange Babydoll Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"Orange, Pink, ",Avirate,2000
313,50653,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Winter,2016.0,Casual,Chromozome Men Navy Blue Lounge Shorts,Not specified,Not specified,Cotton,Not specified,Not specified,Mid-Rise,Not specified,Navy Blue,Chromozome,375
314,49783,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2012.0,Casual,Little Miss Intimates Grey & Black Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Abstract, Printed, Printed",Round Neck,Not specified,Sleeveless,"Grey Melange, Black, Pink",Little Miss Intimates,555
315,55787,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Nightdress,Not specified,Not specified,Satin,Printed,Not specified,Not specified,Three-Quarter Sleeves,"Pink, , ",SDL by Sweet Dreams,1499
316,50033,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Casual,Hanes Men Grey Relaxed Sports Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Mid-Rise,Not specified,"Grey, Black",Hanes,599
317,49784,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2012.0,Casual,Little Miss Intimates White Printed Pyjama Set,T-shirt,Pyjamas,"Cotton Blend, Cotton Blend","Abstract, Printed, Printed",Round Neck,Not specified,Sleeveless,"White, Pink, Yellow",Little Miss Intimates,555
318,50034,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Casual,Hanes Men Grey Contrast piping Lounge Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,"Grey, Black, ",Hanes,545
319,50662,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2016.0,Sports,Chromozome Men Navy Blue Lounge Pants,Not specified,Not specified,Cotton,Not specified,Not specified,Not specified,Not specified,Navy Blue,Chromozome,569
320,52390,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Green Nightdress,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Not specified,Green,Red Rose,574
321,52364,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,"Pink, White",Red Rose,563
322,49946,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2016.0,Casual,Hanes Men Navy Blue Shorts,Not specified,Not specified,Cotton,Not specified,Not specified,Mid-Rise,Not specified,"Navy Blue, Grey Melange, ",Hanes,485
323,59747,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2012.0,Casual,Avirate Black Night Dress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,Black,Avirate,2800
324,52363,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Peach Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,"Peach, Orange",Red Rose,563
325,52397,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Short Sleeves,Pink,Red Rose,597
326,51981,Women,Apparel,Loungewear and Nightwear,Lounge Tshirts,Summer,2016.0,Casual,Inaya Women Black Lounge Top,Not specified,Not specified,Modal,Not specified,V-Neck,Not specified,Short Sleeves,Black,Inaya,1400
327,36289,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Blue,SDL by Sweet Dreams,999
328,52355,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Peach Nightdress,Not specified,Not specified,Cotton,Solid,V-Neck,Not specified,Short Sleeves,"Peach, Blue",Red Rose,689
329,51988,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Summer,2017.0,Casual,Inaya Women Purple Lounge Pants,Not specified,Not specified,Modal,Not specified,Not specified,Mid-Rise,Not specified,Purple,Inaya,1450
330,43471,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Black Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Black,SDL by Sweet Dreams,1099
331,36274,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Grey & Pink Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Grey, Pink",SDL by Sweet Dreams,899
332,52503,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Women Cream Floral Print Bath Robe,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Cream, Pink, Green",Red Rose,1049
333,36280,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Blue,SDL by Sweet Dreams,999
334,59749,Women,Apparel,Loungewear and Nightwear,Nightdress,Summer,2012.0,Casual,Avirate White Nightdress,Not specified,Not specified,Nylon,Solid,V-Neck,Not specified,Not specified,"White, , ",Avirate,2800
335,49948,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Summer,2016.0,Casual,Hanes Men Black Shorts,Not specified,Not specified,Cotton,Solid,Not specified,Mid-Rise,Not specified,"Black, Grey, ",Hanes,515
336,36287,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Blue Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,Blue,SDL by Sweet Dreams,1199
337,52504,Women,Apparel,Loungewear and Nightwear,Bath Robe,Winter,2015.0,Casual,Red Rose Women Cream and Purple Bath Robes,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Purple",Red Rose,1049
338,36273,Women,Apparel,Loungewear and Nightwear,Night suits,Summer,2017.0,Casual,SDL by Sweet Dreams Women Pink Night suits,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Short Sleeves,"Pink, Black",SDL by Sweet Dreams,899
339,52352,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Pink Nightdress,Not specified,Not specified,Cotton,Solid,Round Neck,Not specified,Short Sleeves,Pink,Red Rose,655
340,52399,Women,Apparel,Loungewear and Nightwear,Nightdress,Winter,2015.0,Casual,Red Rose Women Orange Nightdress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Orange,Red Rose,574
