,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Total Shelf Life in Months,Minimum Usable Period in Months,Features,Finish,Units Per Bundle,Coverage,Colour,Brand,Price
279,55935,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Dusky Mauve Nail Lacquer 27,36,24,Regular,Glossy,1,Opaque,Mauve,Colorbar,110
280,49166,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Deborah 7 Days Long Nail Polish 00,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Charcoal,Deborah,230
281,57635,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Lotus Herbals Color Dew Strawberry Nail Polish 951,24,Not specified,Regular,Glossy,1,Opaque,Pink,Lotus Herbals,130
282,55162,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Lakme True Wear Berry Maroon Nail Polish 104,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Maroon,Lakme,100
283,55196,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Lakme Absolute Fast & Fabulous Gold Shimmer Nail Polish 01,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,Lakme,200
284,55368,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Revlon Coffee Bean Nail Polish 347,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Revlon,140
285,55191,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Lakme Absolute Fast & Fabulous Aqua Express Nail Polish 06,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Lakme,200
286,55357,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Revlon Copper Lustre Nail Polish 386,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Copper,Revlon,140
287,57632,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Lotus Herbals Women Pink Lustre Nail Polish 954,24,Not specified,Regular,Glossy,1,Opaque,Pink,Lotus Herbals,130
288,55165,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Lakme True Wear Classics Clear Glass Nail Polish 012,24,Not specified,Not specified,Matte,Not specified,Not specified,Purple,Lakme,115
289,55950,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Fire Nail Lacquer 07,36,24,Regular,Glossy,1,Opaque,Maroon,Colorbar,110
290,55361,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Revlon Opulent Pink Nail Polish 376,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Revlon,160
291,55153,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Lakme True Wear Classics Tarun Tahiliani Nail Color 20,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Mauve,Lakme,115
292,55359,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Revlon Golden Touch Nail Enamel 384,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,Revlon,140
293,55154,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Lakme True Wear Classics Nail Polish 1,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lakme,100
294,55366,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Revlon Mocha Express Nail Polish 343,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Revlon,140
295,55392,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Revlon Natural Nail Polish 75,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Revlon,225
296,56465,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Streetwear Nude Shimmer Nail Polish # 42,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Metallic,Streetwear,110
297,56491,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Streetwear Quick Dry Silver Shimmy Nail Polish 15,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Silver,Streetwear,140
298,56496,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Streetwear Quick Dry Girly Pink Nail Polish 09,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,150
299,56462,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Streetwear Plum Shine Nail Polish # 36,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,95
300,56454,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Streetwear Sparkling Mauve Nail Polish 33,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Streetwear,95
301,56498,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Streetwear Quick Dry Cute Pink Nail Polish 08,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,150
302,55847,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Pro Bubbly Pink Nail Lacquer 048,36,24,Regular,Glossy,1,Opaque,Pink,Colorbar,400
303,55878,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 68,36,24,Regular,Glossy,1,Opaque,Brown,Colorbar,150
304,55840,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Pro Rusk Beauty Nail Lacquer 057,36,Not specified,Regular,Glossy,1,Opaque,Rust,Colorbar,400
305,49071,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Deborah Orange 7 Days Long Nail Polish 835,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Deborah,295
306,55876,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 76,36,24,Regular,Glossy,1,Opaque,Black,Colorbar,175
307,55882,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 46,36,24,Regular,Glossy,1,Opaque,Red,Colorbar,175
308,49085,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Deborah Shine Tech Nail Polish 18,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Metallic,Deborah,250
309,55849,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Magical Green Nail Lacquer 040,36,24,Regular,Glossy,1,Opaque,Green,Colorbar,400
310,56436,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Streetwear Shine Divine Red Nail Polish 07,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Streetwear,140
311,55885,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 37,36,24,Regular,Glossy,1,Opaque,White,Colorbar,175
312,55871,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Over The Top 2 Nail Lacquer 81,36,24,Regular,Glossy,1,Opaque,Pink,Colorbar,175
313,56452,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Streetwear Tinted Gold Nail Polish 50,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,Streetwear,110
314,56499,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Streetwear Quick Dry Natural Hues Nail Polish 07,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Skin,Streetwear,150
315,56455,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Streetwear Snazzy Nail Polish 15,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Bronze,Streetwear,95
316,56463,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Streetwear Pink Shimmer Nail Polish # 44,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,95
317,56497,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Streetwear Quick Dry Pink Nail Polish 09,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,150
318,56490,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Streetwear Quick Dry Stary Nude Nail Polish 16,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Streetwear,150
319,56464,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Streetwear Pink Petals Nail Polish 34,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,110
320,55870,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Demure 2 Nail Lacquer 82V,36,24,Regular,Glossy,1,Opaque,Pink,Colorbar,175
321,55884,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 40,36,24,Regular,Glossy,1,Opaque,Skin,Colorbar,175
322,55883,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 44,36,24,Regular,Glossy,1,Opaque,Pink,Colorbar,175
323,49084,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,,Deborah Shine Tech Nail Polish 16,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Deborah,250
324,55877,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 71,36,24,Regular,Glossy,1,Opaque,Purple,Colorbar,175
325,55848,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Pro Peach Rose Nail Lacquer 047,36,Not specified,Regular,Glossy,1,Opaque,Peach,Colorbar,400
326,55841,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Pro Pink Late Nail Lacquer 056,36,Not specified,Regular,Glossy,1,Opaque,Pink,Colorbar,350
327,55846,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Pro Pleasing Pink Nail Lacquer 049,36,Not specified,Regular,Glossy,1,Opaque,Pink,Colorbar,400
328,55879,Women,Personal Care,Nails,Nail Polish,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 60,36,24,Regular,Glossy,1,Opaque,Green,Colorbar,150
