,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fit,Length,Shape,Material,Pattern,Collar,Sleeve,Sleeve Styling,Fabric Purity,Weave,Details,Colour,Brand,Price
9235,7198,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,Jealous 21 Women's Shimmery Flower Print Grey Top,Not specified,Regular,Not specified,Blended,"Floral, Printed",Round Neck,Short Sleeves,Cap Sleeves,Not specified,Knitted and Woven,Opaque,Grey,Jealous 21,899
9236,44375,Women,Apparel,Topwear,Waistcoat,Summer,2012.0,Casual,ONLY Women Blue Waistcoat,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, , ",ONLY,1495
9237,33227,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Sepia Women Cream Top,Not specified,Regular,Not specified,Blended,"Solid, Self Design",Round Neck,Sleeveless,No Sleeves,Not specified,Knitted and Woven,Opaque,Cream,Sepia,899
9238,24290,Men,Apparel,Topwear,Sweatshirts,Summer,2012.0,Casual,Quiksilver Men Red Printed Sweatshirt,Not specified,Not specified,Not specified,Blended,Printed,Not specified,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Red,Quiksilver,3595
9239,41607,Men,Apparel,Topwear,Shirts,Summer,2013.0,Casual,Basics Men Grey Shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,Basics,1299
9240,7705,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,Jealous 21 Women Did You Year Something Green Top,Not specified,Regular,Not specified,Blended,"Graphic, Printed",Round Neck,Short Sleeves,Regular Sleeves,Not specified,Knitted and Woven,Opaque,Green,Jealous 21,299
9241,34002,Women,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Femella Women Cream Shirt,Regular Fit,Not specified,Not specified,Not specified,Solid,Mandarin Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Cream, Black, ",Femella,750
9242,17280,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,U.S. Polo Assn. Men Red T-shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, Navy Blue",U.S. Polo Assn.,999
9243,3197,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Tantra Men's Re-Incarnation Burgendy T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Maroon,Tantra,449
9244,31742,Men,Apparel,Topwear,Blazers,Summer,2012.0,Formal,Reid & Taylor Men Semi Formal Black Blazer,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, , ",Reid & Taylor,3995
9245,2045,Men,Apparel,Topwear,Tshirts,Fall,2010.0,Sports,ADIDAS Mens Multi Black T-shirt,Regular Fit,Not specified,Not specified,Not specified,Striped,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, , ",ADIDAS,899
9246,13412,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, Grey, ",United Colors of Benetton,1999
9247,22355,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,John Players Men Solid Blue Shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",John Players,1599
9248,34230,Men,Apparel,Topwear,Tshirts,Summer,2013.0,Casual,Proline Men Grey T-shirt,Regular Fit,Regular,Not specified,Synthetic,"Solid, Solid",Polo Collar,Short Sleeves,Regular Sleeves,Not specified,Not specified,Not specified,Grey,Proline,499
9249,58518,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Tonga Women Black & Red Top,Not specified,Regular,Not specified,Blended,"Horizontal Stripes, Striped",Round Neck,Short Sleeves,Regular Sleeves,Not specified,Knitted,Sheer,"Black, Red",Tonga,1250
9250,14637,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Probase Men Classic Check White Shirts,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"White, Green, Purple",Probase,1599
9251,31326,Women,Apparel,Topwear,Kurtis,Summer,2012.0,Ethnic,Aurelia Women Rust Kurti,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Rust,AURELIA,499
9252,7153,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Scullers Men's Scul Red White T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, White, ",SCULLERS,999
9253,46274,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,109F Women Multicoloured Printed Top,Not specified,Regular,Not specified,Blended,"Floral, Printed",V-Neck,Short Sleeves,Cap Sleeves,Not specified,Woven,Opaque,Multi,109F,1399
9254,59892,Women,Apparel,Topwear,Shirts,Fall,2012.0,Casual,Femella Women Blue Shirt,Regular Fit,Not specified,Not specified,Not specified,Solid,Slim Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Femella,850
9255,11721,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,Lee Men Check Green Shirts,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Green, White",Lee,1849
9256,57134,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Elle Women Printed White Top,Not specified,Regular,Not specified,Blended,"Conversational, Printed",Round Neck,Sleeveless,No Sleeves,Not specified,Woven,Opaque,White,Elle,1800
9257,40183,Women,Apparel,Topwear,Kurtis,Summer,2012.0,Ethnic,Mumbai Slang Women Floral Pink Kurti,Not specified,Not specified,Not specified,Not specified,Not specified,V-Neck,Three-Quarter Sleeves,Not specified,Not specified,Not specified,Not specified,"Pink, White, Black",Mumbai Slang,499
9258,21386,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Manchester United Men Printed Red T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, , ",Manchester United,999
9259,14061,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Flying Machine Men Printed Purple Tshirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Purple,Flying Machine,899
9260,20254,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Wrangler Men Rust Polo T-Shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Rust,Wrangler,1195
9261,5436,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Sports,Nike Men's Swoosh Grey T-shirt,Regular Fit,Not specified,Not specified,Not specified,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,Nike,495
9262,43534,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,French Connection Women Peach Top,Not specified,Not specified,Not specified,Not specified,Solid,Not specified,Short Sleeves,Not specified,Not specified,Knitted,Not specified,"Peach, , ",French Connection,2999
9263,28805,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Denizen Men Check Blue Shirt,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",Denizen,1199
9264,12150,Women,Apparel,Topwear,Kurtis,Fall,2011.0,Ethnic,Aurelia Women Printed Red Kurtis,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Green",AURELIA,450
9265,26365,Women,Apparel,Topwear,Shirts,Summer,2012.0,,Arrow Woman White Shirt,Regular Fit,Not specified,Not specified,Not specified,Solid,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,White,Arrow Woman,1399
9266,9801,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,Scullers For Her Women Scullers Top Purple Tops,Not specified,Regular,Not specified,Blended,"Solid, Solid",Shirt Collar,Short Sleeves,Regular Sleeves,Not specified,Knitted and Woven,Opaque,Purple,SCULLERS FOR HER,999
9267,46280,Women,Apparel,Topwear,Tunics,Summer,2012.0,Casual,109F Women Multicoloured Printed Tunic,Not specified,Not specified,Not specified,Not specified,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Multi,109F,1399
9268,21140,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,s.Oliver Women Blue Top,Not specified,Regular,Not specified,Blended,"Solid, Solid",Round Neck,Long Sleeves,Cuffed Sleeves,Not specified,Knitted and Woven,Opaque,Blue,s.Oliver,1599
9269,4722,Girls,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Disney Kids Girl's Jeans Purple Teen Kidswear,Regular Fit,Regular,Not specified,Cotton,"Solid, Printed",Round Neck,Short Sleeves,Regular Sleeves,Not specified,Not specified,Not specified,Purple,Disney,599
9270,20092,Women,Apparel,Topwear,Kurtis,Fall,2011.0,Ethnic,Diva Women Printed Blue Kurti,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, , ",DIVA,799
9271,15147,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Arrow Sport Men Check Yellow Shirts,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Yellow, Blue, ",Arrow Sport,1899
9272,14095,Women,Apparel,Topwear,Tops,Fall,2011.0,Casual,Flying Machine Women Solid Navy Blue Tops,Not specified,Regular,Not specified,Blended,"Solid, Solid",Tie-Up Neck,Long Sleeves,Cuffed Sleeves,Not specified,Knitted and Woven,Opaque,Navy Blue,Flying Machine,999
9273,10435,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Flying Machine Men HS Red Shirts,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, Navy Blue",Flying Machine,1199
9274,24600,Men,Apparel,Topwear,Shirts,Fall,2011.0,Formal,Mark Taylor Men Red Striped Shirt,Regular Fit,Not specified,Not specified,Not specified,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Red,Mark Taylor,519
9275,54577,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Sushilas Women Printed Brown Kurta,Not specified,Not specified,Not specified,Not specified,Jacquard,Not specified,Sleeveless,Not specified,Not specified,Not specified,Not specified,"Brown, Red, ",Sushilas,999
9276,3735,Men,Apparel,Topwear,Tshirts,Fall,2010.0,Sports,Reebok Men Chennai Super Kings Premium Jersey,Regular Fit,Not specified,Not specified,Blended,Solid,Not specified,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Yellow, , ",Reebok,2499
9277,6247,Women,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Lee Women's Clara White T-shirt,Regular Fit,Not specified,Not specified,Cotton,Not specified,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,White,Lee,699
9278,10051,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Puma Men Motorsport Navy Blue Shirts,Regular Fit,Not specified,Not specified,Not specified,Solid,Spread Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Navy Blue, , ",Puma,1999
9279,4948,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Gini and Jony Boy's Kanon White Blue Infant Kidswear,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, Blue",Gini and Jony,799
9280,3351,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Myntra Men's Black Letter Equals White T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,White,Myntra,399
9281,2283,Men,Apparel,Topwear,Tshirts,Spring,2014.0,Sports,Nike Men Poly Black T-shirt,Regular Fit,Not specified,Not specified,Polyester,Solid,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, , ",Nike,1095
9282,51461,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Tonga Women Grey & Black Top,Not specified,Regular,Not specified,Viscose Rayon,"Horizontal Stripes, Striped",Round Neck,Short Sleeves,Kimono Sleeves,Not specified,Knitted,Sheer,"Grey, Black",Tonga,1590
9283,17274,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,U.S. Polo Assn. Men Stripes Green Polo Tshirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, White, ",U.S. Polo Assn.,1599
9284,12534,Men,Apparel,Topwear,Sweatshirts,Fall,2011.0,Casual,Puma Men Printed Grey Sweatshirts,Not specified,Not specified,Not specified,Cotton,Printed,Round Neck,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Grey,Puma,1899
9285,42244,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Sepia Women Grey Top,Not specified,Regular,Not specified,Blended,"Animal, Printed",Round Neck,Short Sleeves,Puff Sleeves,Not specified,Knitted and Woven,Opaque,Grey,Sepia,899
9286,16194,Men,Apparel,Topwear,Sweaters,Fall,2011.0,Casual,Puma Men Stripped SL Grey Sweater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Black, ",Puma,1699
9287,5294,Women,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Puma Women's Ess Striped Blue T-shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,Puma,799
9288,49651,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Mineral Women Red Top,Not specified,Regular,Not specified,Blended,"Solid, Solid",Scoop Neck,Sleeveless,No Sleeves,Not specified,Knitted and Woven,Opaque,Red,Mineral,1099
9289,34239,Men,Apparel,Topwear,Tshirts,Summer,2013.0,Casual,Proline Men White Polo T-Shirt,Regular Fit,Regular,Not specified,"Blended, Cotton, Polyester","Solid, Solid",Polo Collar,Short Sleeves,Regular Sleeves,Not specified,Not specified,Not specified,White,Proline,499
9290,58511,Women,Apparel,Topwear,Shirts,Summer,2012.0,Casual,Tonga Women White Shirt,Regular Fit,Not specified,Not specified,"Cotton, Polyester",Solid,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,White,Tonga,1390
9291,4189,Boys,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Disney Kids Boy's Red Stripes Little Captain Kidswear,Regular Fit,Regular,Not specified,Cotton,"Solid, Striped",V-Neck,Sleeveless,Regular Sleeves,Not specified,Not specified,Not specified,Red,Disney,349
9292,58723,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Puma Men Navy Blue T-shirt,Regular Fit,Not specified,Not specified,Cotton,Striped,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Navy Blue, Red, ",Puma,1399
9293,5867,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,ADIDAS Men's Master Shoe White T-shirt,Regular Fit,Not specified,Not specified,Cotton,Not specified,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,White,ADIDAS,1299
9294,31579,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Mark Taylor Men Printed Navy Blue T-shirt,Regular Fit,Not specified,Not specified,Synthetic,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Navy Blue,Mark Taylor,324
9295,17289,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Green Polo Tshirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Green,U.S. Polo Assn.,1099
9296,14068,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Flying Machine Men Solid Navy Blue Polo Tshirts,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Navy Blue,Flying Machine,1299
9297,59295,Men,Apparel,Topwear,Shirts,Fall,2012.0,Casual,U.S. Polo Assn. Men Black Shirt,Regular Fit,Not specified,Not specified,Cotton,Not specified,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, , ",U.S. Polo Assn.,1899
9298,15986,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Turtle Check Men Yellow Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Yellow, White",Turtle,1095
9299,8320,Boys,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Doodle Boy's Route 66 Biker Red Teen Kidswear,Regular Fit,Regular,Not specified,Cotton,"Solid, Printed",Round Neck,Short Sleeves,Regular Sleeves,Not specified,Not specified,Not specified,Red,Doodle,399
9300,6088,Women,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,UCB Women's Rollup Armhole Blue T-shirt,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, , ",United Colors of Benetton,1899
9301,11728,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Lee Men Solid Red Tshirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, Black, ",Lee,1599
9302,1857,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Inkfruit Mens Life After Midnight T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,Inkfruit,499
9303,24609,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Spykar Men Yellow Shirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Spread Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Yellow,SPYKAR,1699
9304,15972,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Turtle Check Men Maroon Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, Black",Turtle,1195
9305,19783,Men,Apparel,Topwear,Tshirts,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Orange Tshirt,Regular Fit,Not specified,Not specified,Cotton,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Orange, , ",U.S. Polo Assn.,1299
9306,30807,Men,Apparel,Topwear,Shirts,Summer,2012.0,Ethnic,Fabindia Men Printed Grey Tussar Shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Grey, , ",Fabindia,1090
9307,9808,Men,Apparel,Topwear,Shirts,Fall,2011.0,Formal,John Miller Men Blue Checks Shirts,Regular Fit,Not specified,Not specified,Not specified,Checked,Spread Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,John Miller,999
9308,21149,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,s.Oliver Men Blue and White Checked Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, White",s.Oliver,1799
9309,37810,Men,Apparel,Topwear,Shirts,Summer,2012.0,Casual,John Players Men Stripes Pink Shirt,Slim Fit,Not specified,Not specified,Cotton,Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Pink, Grey",John Players,999
9310,9450,Men,Apparel,Topwear,Shirts,Fall,2011.0,Formal,John Miller Men White & Blue Shirt,Regular Fit,Not specified,Not specified,"Cotton, Polyester",Striped,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"White, Blue",John Miller,1149
9311,8582,Men,Apparel,Topwear,Waistcoat,Fall,2011.0,Casual,Scullers Men Grey Waistcoat,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, , ",SCULLERS,1699
9312,28692,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,W Women Printed Rust Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Rust, , ",W,1299
9313,3956,Women,Apparel,Topwear,Tops,Summer,2011.0,Casual,Jealous 21 Women Pink Clever Disguise Top,Not specified,Regular,Not specified,Blended,"Graphic, Printed",Scoop Neck,Short Sleeves,Regular Sleeves,Not specified,Knitted and Woven,Opaque,Pink,Jealous 21,499
9314,38400,Women,Apparel,Topwear,Tshirts,Summer,2012.0,Sports,ADIDAS Mumbai Indians Women Blue Match Jersey,Regular Fit,Not specified,Not specified,Polyester,Printed,Not specified,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Blue, , ",ADIDAS,1799
9315,10864,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Wrangler Men True Riders White T-Shirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, Black, Pink",Wrangler,995
9316,4941,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Gini and Jony Boy's Kane Red White Infant Kidswear,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Red, White",Gini and Jony,799
9317,38632,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Nike Men Black T-shirt,Regular Fit,Not specified,Not specified,Synthetic,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,Nike,1095
9318,5893,Women,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Puma Women's Heather Purple T-shirt,Not specified,Not specified,Not specified,Cotton,Not specified,Not specified,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Purple,Puma,899
9319,10058,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Puma Men Large logo tee Black Tshirts,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,Black,Puma,599
9320,18235,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Manchester United Men Printed White Tshirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"White, , ",Manchester United,999
9321,9662,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Blue Shirts,Slim Fit,Not specified,Not specified,Not specified,Striped,Not specified,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,Indigo Nation,1449
9322,23874,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,ADIDAS Men Green T-shirt,Regular Fit,Not specified,Not specified,Polyester,Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Green, Grey",ADIDAS,899
9323,3358,Men,Apparel,Topwear,Tshirts,Summer,2011.0,Casual,Myntra Men's I am Legend White T-shirt,Regular Fit,Not specified,Not specified,Cotton,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,White,Myntra,399
9324,54926,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,Do u speak green Men Beige T-shirt,Regular Fit,Not specified,Not specified,"Bamboo, Cotton",Solid,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Beige, , ",Do u speak green,795
9325,23048,Women,Apparel,Topwear,Sweaters,Fall,2011.0,Casual,Arrow Woman Black Sweater,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, , ",Arrow Woman,1599
9326,40989,Girls,Apparel,Topwear,Tops,Summer,2012.0,Casual,Gini and Jony Girls Milan White Top,Not specified,Regular,Not specified,Blended,"Typography, Printed",Round Neck,Sleeveless,No Sleeves,Not specified,Knitted and Woven,Sheer,White,Gini and Jony,299
9327,57102,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,Elle Women White EssentialsTop,Not specified,Regular,Not specified,Viscose Rayon,"Floral, Printed",Mandarin Collar,Short Sleeves,Kimono Sleeves,Not specified,Woven,Opaque,White,Elle,1000
9328,32595,Women,Apparel,Topwear,Tops,Summer,2012.0,Casual,ONLY Women Pink Top,Not specified,Not specified,Not specified,Blended,Solid,Not specified,Sleeveless,Not specified,Not specified,Not specified,Not specified,Pink,ONLY,595
9329,11717,Men,Apparel,Topwear,Shirts,Summer,2011.0,Casual,Lee Men Check Yellow Shirts,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Yellow, Blue",Lee,1849
9330,7959,Men,Apparel,Topwear,Tshirts,Fall,2011.0,Casual,Puma Men's ESS White Polo T-shirt,Not specified,Not specified,Not specified,Cotton,Printed,Polo Collar,Short Sleeves,Not specified,Not specified,Not specified,Not specified,White,Puma,699
9331,31310,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,W Women White Printed Kurta,Not specified,Not specified,Not specified,Cotton,Jacquard,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,White,W,999
9332,27275,Women,Apparel,Topwear,Kurtas,Fall,2011.0,Ethnic,Mother Earth Women Black Kurta,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, , ",Mother Earth,1099
9333,7165,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Scullers Men Black & Green Shirt,Slim Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, Green",SCULLERS,1799
9334,46242,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Fusion Beats Women Black Kurta,Not specified,Not specified,Not specified,Cotton,Not specified,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Black, Red, Lavender",Fusion Beats,1599
9335,16532,Men,Apparel,Topwear,Shirts,Fall,2011.0,Casual,Locomotive Men Check Blue Shirt,Regular Fit,Not specified,Not specified,Cotton,Checked,Spread Collar,Long Sleeves,Not specified,Not specified,Not specified,Not specified,Blue,LOCOMOTIVE,1039
9336,50327,Women,Apparel,Topwear,Kurtas,Summer,2012.0,Ethnic,Aurelia Women Brown Printed Kurta,Not specified,Not specified,Not specified,Cotton,Jacquard,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Brown, White",AURELIA,399
9337,31122,Girls,Apparel,Topwear,Tops,Summer,2012.0,Casual,Gini and Jony Girls Printed White Top,Not specified,Regular,Not specified,Blended,"Floral, Printed",Round Neck,Short Sleeves,Regular Sleeves,Not specified,Knitted and Woven,Opaque,White,Gini and Jony,199
9338,43502,Men,Apparel,Topwear,Tshirts,Summer,2012.0,Casual,French Connection Men Grey Melange T-shirt,Regular Fit,Not specified,Not specified,Synthetic,Printed,Round Neck,Short Sleeves,Not specified,Not specified,Not specified,Not specified,"Grey Melange, , ",French Connection,1499
