,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fit,Length,Material,Pattern,Collar,Sleeve,Weave,Details,Shape,Colour,Brand,Price
237,34061,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Printed White & Pink Dress,Not specified,Not specified,Cotton,Printed,Square Neck,Not specified,Knitted and Woven,Not specified,Fit and Flare,Magenta,Gini and Jony,799
238,54973,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Off White Dress,Not specified,Mini,Not specified,Solid,Round Neck,Sleeveless,Woven,Not specified,A-Line,Off White,Femella,890
239,34066,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Palm Tree Girls White Dress,Not specified,Not specified,Blended,Solid,Strapless,Not specified,Not specified,Not specified,Fit and Flare,White,Palm Tree,999
240,27227,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Kids Girl Printed White Dress,Not specified,Not specified,Cotton,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,White,Doodle,799
241,38835,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Latin Quarters Women Grey & Olive Printed Dress,Not specified,Not specified,Cotton,Printed,Boat Neck,Not specified,Not specified,Not specified,Fit and Flare,"Grey, Olive",Latin Quarters,1990
242,57998,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Blue Dress,Not specified,Above Knee,Polyester,Printed,Round Neck,Sleeveless,Woven,Not specified,Not specified,"Blue, Black",Latin Quarters,1990
243,54980,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Grey & Coral Dress,Not specified,Maxi,Blended,Printed,Strapless,Not specified,Woven,Not specified,Fit and Flare,Grey,Femella,1050
244,54974,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Femella Women Black Dress,Not specified,Above Knee,Not specified,Solid,Round Neck,Sleeveless,Woven,Not specified,Not specified,Black,Femella,1190
245,31124,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Pink Dress,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Knitted and Woven,Not specified,Fit and Flare,Magenta,Gini and Jony,399
246,26355,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Arrow Woman Printed Purple Dress,Not specified,Not specified,Not specified,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Purple, Green",Arrow Woman,1699
247,58510,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Tonga White & Black Animal Print Dress,Not specified,Above Knee,"Polyester, Elastane",Printed,Not specified,Not specified,Knitted,Not specified,T-shirt,"White, Black",Tonga,2190
248,40149,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Play Suit Pink Dress,Not specified,Not specified,Cotton,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Gini and Jony,799
249,39723,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Arrow Woman Aqua Green Dress,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Green, Black, Teal",Arrow Woman,1599
250,25972,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Brown Dress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Femella,690
251,46281,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,109F Women Black & Cream Dress,Not specified,Mini,Blended,"Floral, Printed",V-Neck,Short Sleeves,Woven,"Cap Sleeves, Straight, Opaque",Fit and Flare,"Black, Cream",109F,1699
252,33226,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Sepia Women Navy Blue Dress,Not specified,Not specified,Blended,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Navy Blue,Sepia,1699
253,39724,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Arrow Woman Pink & Orange Dress,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Pink, Orange",Arrow Woman,1599
254,6870,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Forever New Women's Pink Dress,Not specified,Not specified,Blended,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Forever New,4000
255,57999,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Brown Dress,Not specified,Above Knee,Polyester,Printed,Round Neck,Sleeveless,Woven,Not specified,Not specified,"Brown, Cream",Latin Quarters,2290
256,35989,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Flying Machine Women Cotton Black Dress,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Black,Flying Machine,799
257,27226,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Kids Girl Printed Pink Dress,Not specified,Not specified,Cotton,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Pink,Doodle,799
258,27219,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Kids Girl Printed Lavender Dress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Lavender,Doodle,599
259,5008,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Gini and Jony Girl's Salome Blue Kidswear,Not specified,Not specified,Cotton,Not specified,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Blue,Gini and Jony,1299
260,46216,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,AND Women Pink Dress,Not specified,Knee Length,"Viscose Rayon, Nylon",Printed,Round Neck,Sleeveless,Woven,Not specified,Fit and Flare,Pink,AND,1699
261,13470,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,United Colors of Benetton Women Solid Pink Dress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, White",United Colors of Benetton,1999
262,54972,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Femella Women Green & Black Dress,Not specified,Above Knee,Not specified,Solid,V-Neck,Sleeveless,Knitted and Woven,Not specified,Not specified,"Green, Black",Femella,850
263,50721,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Pink Printed Dress,Not specified,Knee Length,Cotton,Printed,Round Neck,Short Sleeves,Knitted,Not specified,Not specified,Pink,Doodle,649
264,34600,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Pink Dress,Not specified,Not specified,Blended,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Pink,Tonga,1650
265,27228,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Kids Girl Printed Pink Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Pink,Doodle,799
266,49633,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Mineral Coral Dress,Not specified,Not specified,Blended,Solid,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Red,Mineral,1749
267,57997,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Blue Dress,Not specified,Knee Length,"Viscose Rayon, Elastane",Solid,Round Neck,Sleeveless,Knitted,Not specified,Not specified,Blue,Latin Quarters,2490
268,42217,Women,Apparel,Dress,Dresses,Summer,2012.0,Party,Sepia Women Black Dress,Not specified,Knee Length,Viscose Rayon,Solid,Round Neck,Sleeveless,Not specified,Not specified,Fit and Flare,Black,Sepia,1599
269,18895,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,Arrow Woman Lida Grey Dress,Not specified,Above Knee,Polyester,Printed,Round Neck,Short Sleeves,Woven,Not specified,Not specified,Grey,Arrow Woman,1899
270,57990,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Pink Dress,Not specified,Knee Length,Cotton,Checked,V-Neck,Sleeveless,Woven,Not specified,Not specified,"Pink, Black",Latin Quarters,1950
271,49634,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Mineral Blue Dress,Not specified,Not specified,Blended,Solid,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Blue,Mineral,1749
272,4984,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Palm Tree Girls Beyonce White & Blue Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"White, Purple, Blue",Palm Tree,899
273,58520,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Tonga Women Black Dress,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Tonga,2400
274,6885,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Forever New Women Dye Crochet White Dress,Not specified,Not specified,Cotton,Printed,Off-Shoulder,Not specified,Not specified,Not specified,Fit and Flare,"White, Blue",Forever New,2000
275,59895,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Femella Women Orange Dress,Not specified,Above Knee,Not specified,Solid,Round Neck,Sleeveless,Woven,Not specified,Not specified,Orange,Femella,850
276,20637,Women,Apparel,Dress,Dresses,Fall,2011.0,Casual,AND Women Solid Grey and Black Dress,Not specified,Not specified,Blended,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,"Grey, Black",AND,1999
277,44944,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,United Colors of Benetton Women Navy Blue Dress,Not specified,Knee Length,Cotton,Solid,Not specified,Three-Quarter Sleeves,Woven,Not specified,Fit and Flare,Navy Blue,United Colors of Benetton,2799
278,4983,Women,Apparel,Dress,Dresses,Summer,2011.0,Casual,Palm Tree Girl's Blenda White Pink Kidswear,Not specified,Not specified,Cotton,Printed,Boat Neck,Not specified,Not specified,Not specified,Fit and Flare,"White, Pink",Palm Tree,799
279,40148,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Gini and Jony Girls Play Suit Blue Dress,Not specified,Not specified,Cotton,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Gini and Jony,799
280,51457,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Black Dress,Not specified,Above Knee,"Polyester, Elastane",Solid,Not specified,Sleeveless,Knitted,Not specified,T-shirt,"Black, Blue",Tonga,2500
281,23621,Girls,Apparel,Dress,Dresses,Fall,2011.0,Casual,Doodle Kids Girls Navy Blue Floral Print Dress,Not specified,Knee Length,Cotton,"Solid, Printed",Round Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,Navy Blue,Doodle,599
282,51450,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Brown Dress,Not specified,Above Knee,Nylon,Solid,V-Neck,Short Sleeves,Knitted,Not specified,T-shirt,Brown,Tonga,2000
283,43645,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Vero Moda Women Grey Dress,Not specified,Knee Length,Polyester,Solid,Strapless,Not specified,Knitted and Woven,Not specified,Fit and Flare,Grey,Vero Moda,2395
284,52161,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Black Pleated Dress,Not specified,Knee Length,Blended,Printed,Not specified,Sleeveless,Knitted,Not specified,Not specified,"Black, Off White",Femella,850
285,24929,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Navy Blue Dress,Not specified,Knee Length,Cotton,"Solid, Solid",Strapless,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,Navy Blue,United Colors of Benetton,1599
286,47675,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Black Animal Printed Dress,Not specified,Not specified,Not specified,Printed,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,"Black, Beige",Femella,1050
287,57048,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Blue & Black Dress,Not specified,Knee Length,"Nylon, Viscose Rayon, Elastane",Solid,Round Neck,Sleeveless,Knitted and Woven,Not specified,A-Line,"Black, Blue",Elle,2800
288,58000,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Black Printed Dress,Not specified,Knee Length,Polyester,Printed,Boat Neck,Sleeveless,Woven,Not specified,Not specified,"Black, White",Latin Quarters,2250
289,58490,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Tonga Women White Dress,Not specified,Mini,"Polyester, Elastane",Solid,Round Neck,Sleeveless,Knitted,Not specified,Not specified,White,Tonga,2600
290,41571,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,AND Women Red Dress,Not specified,Above Knee,Viscose Rayon,Printed,V-Neck,Sleeveless,Knitted,Not specified,Not specified,"Red, Pink",AND,1899
291,18175,Girls,Apparel,Dress,Dresses,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Lavender Dress,Not specified,Knee Length,Cotton,"Solid, Solid",Round Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,Lavender,Doodle,1199
292,43680,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Women Printed Red Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Red,French Connection,2699
293,35432,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Printed Pink Dress,Not specified,Not specified,Cotton,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Pink,Doodle,899
294,43674,Women,Apparel,Dress,Jumpsuit,Summer,2012.0,Casual,French Connection Women Blue Playsuit,Not specified,Not specified,Cotton,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,French Connection,2699
295,33503,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Kids Girl Printed White Dress,Not specified,Not specified,Cotton,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,White,Doodle,899
296,57046,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Black Sheath Dress,Not specified,Knee Length,"Knitted, Viscose Rayon","Gathered or Pleated, Solid, Solid",Cowl Neck,Sleeveless,Knitted,"No Sleeves, Straight, Opaque",Sheath,Black,Elle,2500
297,39234,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women White Panel Princess Dress,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,White,Femella,890
298,57079,Women,Apparel,Dress,Jumpsuit,Summer,2012.0,Casual,Elle Women Blue Jumpsuit,Not specified,Not specified,Cotton,Printed,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Elle,2000
299,57041,Women,Apparel,Dress,Dresses,Summer,2012.0,Party,Elle Black Sheath Dress,Not specified,Mini,"Knitted, Cotton, Viscose Rayon, Polyester","Ruffles, Solid, Solid",Round Neck,Sleeveless,Knitted,"No Sleeves, Straight, Opaque",Sheath,Black,Elle,3000
300,33504,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Kids Girl Printed Pink Dress,Not specified,Not specified,Cotton,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Pink,Doodle,899
301,58499,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Tonga White Floral Design Dress,Not specified,Above Knee,Blended,Printed,Boat Neck,Sleeveless,Knitted and Woven,Not specified,Fit and Flare,"White, Pink, Black",Tonga,2190
302,41786,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Remanika Women Black Dress,Not specified,Not specified,Blended,Solid,Off-Shoulder,Not specified,Not specified,Not specified,Fit and Flare,Black,Remanika,1200
303,39233,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Blue GGT Pannel Princess Dress,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Blue,Femella,890
304,33997,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Purple & Black Dress,Not specified,Not specified,Blended,Solid,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,"Purple, Black",Femella,850
305,34578,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Printed Red Dress,Not specified,Not specified,Blended,Printed,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Red,Tonga,1750
306,59978,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Brown & Grey Check Dress,Not specified,Knee Length,"Polyester, Viscose Rayon, Elastane",Checked,Round Neck,Sleeveless,Woven,Not specified,Not specified,"Brown, Grey, Black",Avirate,2800
307,58439,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,AND by Anita Dongre Women Black Dress,Not specified,Knee Length,Viscose Rayon,Striped,Round Neck,Three-Quarter Sleeves,Knitted,Not specified,Not specified,"Black, White",AND,1999
308,43627,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Vero Moda Green Printed Shift Dress,Not specified,Mini,Polyester,"Tie-Ups, Floral, Printed",Round Neck,Short Sleeves,Woven,Curved,A-Line,"Green, White",Vero Moda,1695
309,37938,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Mineral Women Green Dress,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Green,Mineral,1999
310,50698,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Latin Quarters Women Purple Dress,Not specified,Knee Length,"Viscose Rayon, Elastane",Solid,Halter Neck,Sleeveless,Knitted,Not specified,T-shirt,Purple,Latin Quarters,1850
311,57811,Women,Apparel,Dress,Jumpsuit,Fall,2012.0,Casual,United Colors of Benetton Women Purple  Jumpsuit,Not specified,Not specified,Viscose Rayon,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,United Colors of Benetton,2299
312,48463,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Teal & Brown Printed Dress,Not specified,Knee Length,Viscose Rayon,Printed,Not specified,Sleeveless,Woven,Not specified,Not specified,"Teal, Brown",French Connection,3499
313,37936,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Mineral Women Orange Dress,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Orange,Mineral,1999
314,27195,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Kids Girl Printed Off White Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Off White,Doodle,499
315,59976,Women,Apparel,Dress,Dresses,Fall,2012.0,Party,Avirate Black Dress,Not specified,Knee Length,Polyester,Solid,V-Neck,Sleeveless,Woven,Not specified,Fit and Flare,Black,Avirate,4100
316,41141,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Allen Solly Woman Blue Dress,Not specified,Knee Length,Cotton,Solid,Shirt Collar,Sleeveless,Woven,Not specified,Shirt,Blue,Allen Solly Woman,2299
317,59982,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Black & Cream Dress,Not specified,Knee Length,"Polyester, Elastane, Elastane",Solid,Round Neck,Sleeveless,Woven,Not specified,T-shirt,"Black, Cream",Avirate,3300
318,48464,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Blue & Black Printed Dress,Not specified,Knee Length,Viscose Rayon,Printed,Not specified,Sleeveless,Woven,Not specified,Not specified,"Blue, Black",French Connection,3499
319,59985,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Women Green Dress,Not specified,Knee Length,"Has a lining, Polyester, Nylon","Ruffles, Solid, Solid",V-Neck,Sleeveless,Woven,"No Sleeves, Flared, Opaque",Fit and Flare,Green,Avirate,3400
320,2704,Girls,Apparel,Dress,Dresses,Summer,2011.0,Casual,Disney Kids Girl's White Pooh Kidswear,Not specified,Knee Length,Cotton,"Solid, Striped",Boat Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,"White, Red",Disney,299
321,34115,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Printed Blue Dress,Not specified,Not specified,Cotton,Printed,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Blue,Doodle,799
322,59971,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Multicoloured Dress,Not specified,Knee Length,"Polyester, Elastane, Elastane",Printed,V-Neck,Short Sleeves,Woven,Not specified,Not specified,Multi,Avirate,2200
323,34585,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Green Dress,Not specified,Not specified,Not specified,Solid,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Green,Tonga,2150
324,35434,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Printed Blue Dress,Not specified,Not specified,Cotton,Printed,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Blue,Doodle,799
325,43672,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,ONLY Women Peach Dress,Not specified,Above Knee,Cotton,Printed,Round Neck,Sleeveless,Woven,Not specified,Not specified,Peach,ONLY,1695
326,33505,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Kids Girl Printed Pink Dress,Not specified,Not specified,Cotton,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Pink,Doodle,899
327,57040,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Black Dress,Not specified,Knee Length,Polyester,Solid,Not specified,Sleeveless,Knitted,Not specified,A-Line,Black,Elle,3400
328,42592,Girls,Apparel,Dress,Dresses,Fall,2012.0,Casual,United Colors of Benetton Kids Girls Pink Printed Dress,Not specified,Above Knee,Cotton,Printed,V-Neck,Sleeveless,Woven,Not specified,Fit and Flare,"Pink, Multi",United Colors of Benetton,1299
329,39232,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Blue Polka Bow Dress Dress,Not specified,Not specified,Blended,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Blue, White",Femella,850
330,43675,Women,Apparel,Dress,Jumpsuit,Summer,2012.0,Casual,French Connection Women Multi Coloured Playsuit,Not specified,Not specified,Cotton,Striped,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Blue, Mustard",French Connection,2999
331,57047,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Black Dress,Not specified,Knee Length,Polyester,Solid,Round Neck,Sleeveless,Woven,Not specified,A-Line,Black,Elle,3200
332,41774,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Remanika Women Navy Blue Dress,Not specified,Above Knee,Cotton,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,"Navy Blue, Multi",Remanika,1400
333,35433,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Printed Blue Dress,Not specified,Not specified,Cotton,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Blue,Doodle,899
334,43681,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Women Printed Blue Dress,Not specified,Not specified,Blended,Striped,Not specified,Not specified,Not specified,Not specified,Fit and Flare,"Blue, Multi",French Connection,2699
335,57078,Women,Apparel,Dress,Jumpsuit,Summer,2012.0,Casual,Elle Women Black Jumpsuit,Not specified,Not specified,Polyester,Solid,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Elle,4000
336,39235,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Peach Crepe Front Zipper Dress Dress,Not specified,Not specified,Blended,Solid,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,Brown,Femella,850
337,41570,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,AND Women Pink Dress,Not specified,Knee Length,Cotton,Solid,Round Neck,Sleeveless,Woven,Not specified,Fit and Flare,Pink,AND,2099
338,43643,Women,Apparel,Dress,Dresses,Summer,2012.0,Party,Vero Moda Women Magenta Dress,Not specified,Knee Length,Polyester,Solid,Strapless,Not specified,Woven,Not specified,Fit and Flare,Magenta,Vero Moda,2395
339,18174,Girls,Apparel,Dress,Dresses,Fall,2011.0,Casual,Doodle Kids Girls Party Frock Lavender Dress,Not specified,Knee Length,Cotton,"Solid, Solid",Round Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,Lavender,Doodle,1099
340,47674,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Femella Women Black Animal Printed Dress,Not specified,Not specified,Not specified,Printed,Boat Neck,Not specified,Not specified,Not specified,Fit and Flare,"Black, Beige",Femella,990
341,43644,Women,Apparel,Dress,Dresses,Summer,2012.0,Party,Vero Moda Women Black Dress,Not specified,Knee Length,Polyester,Solid,Strapless,Not specified,Woven,Not specified,Fit and Flare,Black,Vero Moda,2395
342,58001,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Latin Quarters Women Black Printed Dress,Not specified,Knee Length,Polyester,Printed,V-Neck,Sleeveless,Woven,Not specified,Not specified,"Black, White",Latin Quarters,1990
343,57049,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Elle Women Black A-Line Dress,Not specified,Knee Length,Polyester,"Solid, Solid",Round Neck,Sleeveless,Woven,"No Sleeves, Straight, Opaque",A-Line,Black,Elle,2800
344,48465,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,French Connection Women Blue Dress,Not specified,Above Knee,Cotton,Solid,Strapless,Not specified,Woven,Not specified,A-Line,Blue,French Connection,3999
345,40405,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Black Dress,Not specified,Not specified,Blended,Solid,V-Neck,Not specified,Not specified,Not specified,Fit and Flare,Black,Tonga,2250
346,59970,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Mushroom Brown Dress,Not specified,Above Knee,"Cotton, Elastane",Printed,Square Neck,Three-Quarter Sleeves,Woven,Not specified,Not specified,"Black, Mushroom Brown",Avirate,2800
347,34570,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Tonga Women Printed Black Dress,Not specified,Not specified,Not specified,Printed,Round Neck,Not specified,Not specified,Not specified,Fit and Flare,"Black, Cream",Tonga,1650
348,2705,Girls,Apparel,Dress,Dresses,Summer,2011.0,Casual,Disney Kids Girl's Blue Pooh Blouse Kidswear,Not specified,Knee Length,Cotton,"Solid, Striped",Round Neck,Sleeveless,Woven,"Regular Sleeves, Straight, Opaque",Fit and Flare,"Blue, White",Disney,299
349,59984,Women,Apparel,Dress,Dresses,Fall,2012.0,Party,Avirate Women Purple Dress,Not specified,Above Knee,"Cotton, Has a lining, Polyester","Gathered or Pleated, Floral, Printed",Not specified,Sleeveless,Woven,"No Sleeves, Curved, Opaque",Sheath,"Purple, Beige, Beige",Avirate,3600
350,34114,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Printed Blue Dress,Not specified,Not specified,Cotton,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Blue,Doodle,799
351,37937,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Mineral Women Purple Dress,Not specified,Not specified,Cotton,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,Purple,Mineral,1999
352,34113,Girls,Apparel,Dress,Dresses,Summer,2012.0,Casual,Doodle Girls Printed Pink Dress,Not specified,Not specified,Cotton,Printed,Strapless,Not specified,Not specified,Not specified,Fit and Flare,Pink,Doodle,799
353,41140,Women,Apparel,Dress,Dresses,Summer,2012.0,Casual,Allen Solly Woman White Dress,Not specified,Not specified,Blended,Solid,Not specified,Not specified,Not specified,Not specified,Fit and Flare,White,Allen Solly Woman,2299
354,59983,Women,Apparel,Dress,Dresses,Fall,2012.0,Casual,Avirate Cream & Olive Green Printed Dress,Not specified,Knee Length,"Polyester, Elastane, Elastane",Printed,Boat Neck,Sleeveless,Woven,Not specified,T-shirt,"Cream, Teal, Black",Avirate,2800
