,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Sole Material,Pattern,Material,Fastening,Fit,Type,Colour,Brand,Price
448,24415,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men Zeitfrei Slide Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,2499
449,46095,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Women Blue Cherryanda Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Blue,ADIDAS,2299
450,44194,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Gold Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Gold,iPanema,699
451,44709,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men Red Surf Island Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Yellow",Lotto,499
452,12980,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Mens Calo Lea M Brown Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,ADIDAS,1999
453,19130,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Men Racing Grey Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Lotto,499
454,40739,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Converse Unisex Grey Flip Flops,Synthetic,Solid,Not specified,Not specified,Not specified,Not specified,Grey,Converse,1199
455,49823,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,iPanema,799
456,33652,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Women Cara II W Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Lotto,249
457,42093,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,ADIDAS Men Black Adi Surge Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Black, White",ADIDAS,1099
458,10616,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Carlton London Women Glitterati Gold Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Gold,Carlton London,795
459,18649,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Fila Men Ocassion Grey Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Green",FILA,499
460,9221,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Puma Women Coral Black Casual Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,599
461,49824,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, White",iPanema,799
462,6438,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Women's Hawaian Palms Purple Yellow Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Yellow, Black",Lotto,349
463,15738,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Men Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Nike,749
464,40787,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Quiksilver Men Brown Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Brown, White",Quiksilver,1195
465,6443,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Women's Wave Chic Beige Grey Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Lotto,399
466,13686,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Adi Sunshine Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Yellow,ADIDAS,999
467,38669,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Men Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Blue, Grey",Nike,1595
468,11926,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Skechers Women Tone Black Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Purple",Skechers,1999
469,38000,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Kelme Men Red & Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Red, Navy Blue",Kelme,399
470,17645,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Converse Unisex Casual Red Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Black",Converse,349
471,23828,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Unisex Jive Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Puma,749
472,6444,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Women's Wave Chic Black Grey Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Grey",Lotto,399
473,40780,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Quiksilver Men White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Black, Red",Quiksilver,2395
474,32192,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,ADIDAS Men Zeitfrei Thong Brown Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,ADIDAS,2299
475,48526,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Calvin Klein Men Brown Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Calvin Klein,1499
476,23817,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Puma Unisex Black Wave Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Puma,599
477,24458,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Women Solarsoft Thong Purple Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Nike,1595
478,58324,Men,Footwear,Flip Flops,Flip Flops,Summer,2010.0,Casual,Lotto Men Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Orange",Lotto,449
479,39545,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Numero Uno Men Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Numero Uno,199
480,40742,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Converse Unisex Black Flip Flops,Synthetic,Solid,Not specified,Not specified,Not specified,Not specified,"Black, White",Converse,1499
481,17025,Men,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Gas Men Beach Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,GAS,650
482,43301,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,United Colors of Benetton Men Red Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,United Colors of Benetton,799
483,23821,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Men Breeze Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,999
484,48528,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Calvin Klein Men Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Red,Calvin Klein,1499
485,23819,Unisex,Footwear,Flip Flops,Flip Flops,Spring,2012.0,Casual,Puma Unisex Wave Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Puma,599
486,23826,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2013.0,Casual,Puma Unisex Blue Miami III Flip Flops,Rubber,Printed,Not specified,Not specified,Not specified,Thong Flip-Flops,Blue,Puma,499
487,24469,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Navy Blue Adi Mesh Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,ADIDAS,649
488,19127,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Men Straight Navy Blue Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Lotto,499
489,46881,Boys,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Ben 10 Boys Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Black",Ben 10,249
490,19118,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Unisex Shine Black Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Lotto,349
491,21184,Men,Footwear,Flip Flops,Flip Flops,Spring,2012.0,Casual,ADIDAS Men Star Story Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,399
492,22533,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2015.0,Casual,Crocs Kids Brown Flip-Flops,Not specified,Solid,Not specified,Not specified,Not specified,Thong Flip-Flops,Brown,Crocs,495
493,44721,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Women Blue Disco Holic Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Green",Lotto,499
494,24630,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Polka Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,399
495,6421,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Men's Bavarian Black Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Lotto,329
496,6419,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Men's Bavarian Black Red Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Red",Lotto,329
497,19120,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Unisex Shine Red Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Lotto,349
498,44719,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Green",Lotto,649
499,21177,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Men Distorted Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,ADIDAS,399
500,22534,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2015.0,Casual,Crocs Kids Red Flip-Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Crocs,495
501,44726,Women,Footwear,Flip Flops,Flip Flops,Summer,2010.0,Casual,Lotto Women Grey Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Grey, Pink",Lotto,599
502,36134,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Women Beige Solarsoft Thong II Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Beige,Nike,1595
503,21183,Women,Footwear,Flip Flops,Flip Flops,Fall,2010.0,Casual,ADIDAS Women polka Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,399
504,46844,Girls,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Barbie Girls Blue Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Pink",Barbie,229
505,19116,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Unisex Arch Black Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Black,Lotto,599
506,15710,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Puma Men Drifter Cat II White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Puma,999
507,19129,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Men Racing Olive Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Olive,Lotto,499
508,33642,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men Navy Blue Koro Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Lotto,349
509,44710,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men Green Surf Island Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Lotto,499
510,16737,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Men DI Mare Black Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Maroon",Lotto,549
511,49833,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Purple",iPanema,799
512,5605,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Me Chroma Brown Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Brown,Nike,749
513,8546,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Crocs Women Abf Single Flip Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Crocs,895
514,22962,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Fila Men Black Cage Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, White",FILA,399
515,36308,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Strapless Unisex Yellow Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Slip-On,Yellow,Strapless,499
516,44728,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Globalite Women Purple Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Globalite,299
517,35579,Women,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Gliders Women Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Blue, Orange",Gliders,399
518,21179,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Men Adi Stars Tread Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Green",ADIDAS,399
519,15387,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Fila Men Kumi Red Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,FILA,399
520,5602,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Men's Chroma Navy Blue Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Nike,749
521,33645,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Women Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Lotto,249
522,44717,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Lotto,599
523,49834,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,iPanema,799
524,16730,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Men Mega Sport Grey Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Lotto,599
525,23672,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Converse Men Rainbow Purple Flip Flop,Synthetic,Solid,Not specified,Not specified,Not specified,Not specified,"Purple, Blue",Converse,399
526,47105,Boys,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Marvel Boys Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Black",Marvel,299
527,23818,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Puma Unisex Wave Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Black, Yellow",Puma,599
528,48529,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Calvin Klein Men Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Calvin Klein,1499
529,23827,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Unisex Green Jive Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Green, Yellow",Puma,749
530,43300,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,United Colors of Benetton Men Yellow & Black Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Yellow, Black",United Colors of Benetton,799
531,17024,Men,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,GAS Men Blue Beach Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Blue, Red, Grey",GAS,650
532,18408,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Skechers Women Your Black Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Blue",Skechers,2899
533,23820,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Puma Unisex Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,599
534,40781,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Quiksilver Men Black & Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Blue",Quiksilver,1795
535,41839,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men Red Game Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Lotto,219
536,17644,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Converse Unisex Casual Green Slipper,Synthetic,Solid,Not specified,Not specified,Not specified,Not specified,Green,Converse,299
537,42022,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,ADIDAS Men AdiCliff Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,ADIDAS,1299
538,23829,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Unisex Dilute Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Puma,699
539,58325,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Women Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Blue,Lotto,399
540,39544,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Numero Uno Men Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, Black",Numero Uno,199
541,48527,Men,Footwear,Flip Flops,Flip Flops,Fall,2012.0,Casual,Calvin Klein Men Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Calvin Klein,1499
542,13687,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Women Adi Sunshine Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Black",ADIDAS,999
543,38668,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Men Solarsoft Thong Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Blue, Orange",Nike,1595
544,6442,Women,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Women's Wave Chic Black Purple Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Purple",Lotto,399
545,40786,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Quiksilver Men Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, White",Quiksilver,1195
546,19144,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Unisex Black Beach Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,899
547,21178,Men,Footwear,Flip Flops,Flip Flops,Fall,2010.0,Casual,ADIDAS Men Classroom Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,549
548,35578,Women,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Gliders Women Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Black",Gliders,399
549,22963,Men,Footwear,Flip Flops,Flip Flops,Summer,2013.0,Casual,Fila Men Red & Navy Blue Cage Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Navy Blue, Red",FILA,399
550,36309,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Strapless Unisex Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Slip-On,Red,Strapless,499
551,44729,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Globalite Women Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Bronze",Globalite,299
552,44716,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Lotto,599
553,33644,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Women Koro W Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Lotto,299
554,49835,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women White Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Bronze",iPanema,799
555,16731,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Women Primavera Blue Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Lotto,499
556,5603,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Nike Men's Chroma Thong White Red Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Red",Nike,749
557,19117,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Men Arch Brown Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lotto,599
558,2248,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Sports,Puma Men's Drifter Black Green Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Green",Puma,999
559,21729,Women,Footwear,Flip Flops,Flip Flops,Fall,2010.0,Casual,ADIDAS Women Dota and Stripes Orange Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,ADIDAS,499
560,29120,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Puma Men Germany WC Black Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Black,Puma,899
561,19128,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Men Racing Red Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Lotto,499
562,5604,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Nike Men's Splash Thong Brown Grey Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Nike,599
563,44711,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men Red Campione Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Lotto,499
564,33643,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Women Koro W Navy Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Lotto,299
565,16736,Women,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Women Primavera Purple Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Lotto,499
566,49832,Women,Footwear,Flip Flops,Flip Flops,Winter,2012.0,Casual,iPanema Women Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Pink, Black",iPanema,799
567,6411,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Men's TNG Blue Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,Lotto,349
568,4346,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Sports,Fila Men's Dusk Brown Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,FILA,899
569,19121,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Men XL Water Man Brown Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lotto,749
570,44718,Men,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Men White Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,White,Lotto,649
571,6418,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Lotto Men's Tonga Thong Grey Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Grey,Lotto,349
572,21182,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Men Adi Neo Tread Blue Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Blue,ADIDAS,399
573,6285,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,Puma Unisex Matrix Navy White Flip Flip,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Navy Blue, White",Puma,499
574,36307,Unisex,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Strapless Unisex Navy Blue Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Navy Blue,Strapless,499
575,58340,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Women Pink Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,"Pink, Black",Lotto,399
576,16738,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Men DI Mare Green Slipper,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Blue",Lotto,549
577,19126,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Men Straight Brown Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lotto,499
578,24631,Men,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,ADIDAS Men Adi BB Slide Red Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,ADIDAS,1299
579,19119,Unisex,Footwear,Flip Flops,Flip Flops,Fall,2011.0,Casual,Lotto Unisex Shine Green Slippers,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Green,Lotto,349
580,44720,Women,Footwear,Flip Flops,Flip Flops,Summer,2012.0,Casual,Lotto Women Pink Disco Holic Flip Flops,Not specified,Not specified,Not specified,Not specified,Not specified,Thong Flip-Flops,Pink,Lotto,499
581,5635,Men,Footwear,Flip Flops,Flip Flops,Summer,2011.0,Casual,ADIDAS Men's Adi Liner Black Blue Flip Flop,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,"Black, Blue",ADIDAS,699
