,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Border,Blouse,Material,Pattern,Details,Colour,Brand,Price
266,53049,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Chiffon, Poly Chiffon",Not specified,Not specified,Multi,FNF,2862.0
267,42309,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Grey Crepe Printed Saree,Not specified,Not specified,"Poly Crepe, Poly Crepe",Not specified,Not specified,Grey,Prafful,1299.0
268,34987,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia H& Printed Red Cotton Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Red,Fabindia,1130.0
269,52953,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,3876.0
270,50852,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Women Red Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Green",Prafful,1299.0
271,42331,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Navy Crepe Printed Saree,Not specified,Not specified,"Poly Crepe, Poly Crepe",Not specified,Not specified,Navy Blue,Prafful,1299.0
272,50855,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Women Cream Crepe Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Cream, Green, Black",Prafful,1299.0
273,52954,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Purple",FNF,3000.0
274,45988,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Black Mangalagiri Saree,Zari,Without Blouse Piece,Silk Cotton,"Checked, Woven Design",Not specified,Black,Fabindia,1890.0
275,53025,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Multi,FNF,2666.0
276,52907,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Mustard Printed Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Mustard, Red, White",FNF,1598.0
277,52938,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Printed Pink Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Pink,FNF,1598.0
278,52931,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Blue Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Red",FNF,1598.0
279,45986,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Black Mangalagiri Saree,Zari,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,Black,Fabindia,1890.0
280,53014,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Red,FNF,17500.0
281,49922,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Fabindia Pink Tie & Dye Ghicha Striped Saree,Solid,Without Blouse Piece,Silk Cotton,"Solid, Woven Design",Not specified,Pink,Fabindia,4590.0
282,52936,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Blue,FNF,1598.0
283,49925,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Fabindia Green Maheshwari Zari Saree,Zari,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,Green,Fabindia,3230.0
284,52909,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,"Green, Blue, White",FNF,1598.0
285,53013,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,4476.0
286,42330,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Multicoloured Crepe Printed Saree,Not specified,Not specified,"Poly Crepe, Poly Crepe",Not specified,Not specified,Multi,Prafful,1299.0
287,34981,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women H& Printed Green Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Green,Fabindia,2660.0
288,50854,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful White & Red Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"White, Red, Black",Prafful,1299.0
289,52955,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed Mustard Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Mustard, Green, Purple",FNF,3000.0
290,52999,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Yellow Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,"Yellow, Red",FNF,3800.0
291,50898,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Beige & Maroon Printed Sari,Not specified,Not specified,"Poly Crepe, Poly Crepe",Not specified,Not specified,"Beige, Maroon",Prafful,1299.0
292,52952,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,3876.0
293,50853,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Green & Orange Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Orange",Prafful,1299.0
294,34986,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,"Beige, Black",Fabindia,1130.0
295,53048,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Chiffon, Poly Chiffon",Not specified,Not specified,Multi,FNF,2862.0
296,42308,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Magenta Crepe Printed Saree,Not specified,Not specified,"Poly Crepe, Poly Crepe",Not specified,Not specified,Magenta,Prafful,1299.0
297,53041,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Multi,FNF,2274.0
298,50865,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Green & Purple Crepe Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Green, Purple, Brown",Prafful,1299.0
299,52964,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Printed Red Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Red, Green, Purple",FNF,4240.0
300,52990,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,4566.0
301,50891,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Green Crepe Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Green, Blue, Rust",Prafful,1299.0
302,34988,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia H& Printed Navy Blue Cotton Mull Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,"Navy Blue, Black",Fabindia,1230.0
303,53046,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Multi,FNF,2862.0
304,50896,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Mustard & Maroon Crepe Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Mustard, Maroon, Blue",Prafful,1099.0
305,52963,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed Red Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Red, Black, Pink",FNF,3370.0
306,52937,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Printed Purple Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Purple, White",FNF,1598.0
307,49924,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Fabindia Green Maheshwari Maheshwari Zari Saree,Zari,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,Green,Fabindia,3230.0
308,52908,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Blue Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Blue,FNF,1598.0
309,45987,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Green Mangalagiri Saree,Zari,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,"Green, Gold",Fabindia,1890.0
310,52930,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Multi,FNF,1598.0
311,49923,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Fabindia Red Tie & Dye Ghicha Striped Saree,Solid,Without Blouse Piece,Silk Cotton,"Solid, Woven Design",Not specified,Red,Fabindia,4590.0
312,53015,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Maroon Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Maroon, Gold",FNF,12650.0
313,52906,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Printed Green Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Green, Pink",FNF,2698.0
314,49915,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Fabindia Brown Hand Printed Sari,No Border,Without Blouse Piece,Cotton Blend,"Solid, Solid",Not specified,"Brown, Red, Beige",Fabindia,2990.0
315,53023,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Women Blue Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Blue,FNF,2666.0
316,52901,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,2698.0
317,53024,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Multi,FNF,2666.0
318,45989,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Green Mangalagiri Saree,Zari,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,Green,Fabindia,1890.0
319,53006,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Crepe, Poly Crepe",Not specified,Not specified,"Multi, Beige",FNF,4226.0
320,49930,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Fabindia Yellow Self-Striped Saree,Solid,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,Yellow,Fabindia,2930.0
321,53039,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Chiffon, Poly Chiffon",Not specified,Not specified,Multi,FNF,2862.0
322,45994,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Teal Green Mangalgiri Saree,Solid,Without Blouse Piece,Cotton Blend,"Solid, Solid",Not specified,Teal,Fabindia,1890.0
323,52923,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Pink Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Pink,FNF,1598.0
324,53001,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Chiffon, Poly Chiffon",Not specified,Not specified,Multi,FNF,4226.0
325,52924,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Purple Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Purple, White",FNF,1598.0
326,45993,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Maroon Mangalgiri Saree,Solid,Without Blouse Piece,Cotton Blend,"Solid, Solid",Not specified,Maroon,Fabindia,1890.0
327,53037,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,"Red, Green, Yellow",FNF,2666.0
328,52912,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Green,FNF,1598.0
329,53008,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Multi,FNF,3800.0
330,53030,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Multi,FNF,2666.0
331,52915,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Women Printed White Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"White, Red, Green",FNF,1598.0
332,34995,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women H& Printed Green Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Green,Fabindia,1790.0
333,31877,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women Green Printed Kota Cotton Saree,Printed,Without Blouse Piece,Silk Cotton,"Ethnic Motifs, Printed",Not specified,Green,Fabindia,1790.0
334,34961,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Beige Jaipur Print Cotton Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,"Beige, Rust",Fabindia,1130.0
335,59595,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Purple Collection for Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Blue",FNF,9000.0
336,52941,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,1598.0
337,31074,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Off White Embroidered Traditional Cotton Saree,Woven Design,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Off White,Fabindia,5930.0
338,59592,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red & White Evening Wear Sari,Not specified,Not specified,"Polycotton, Polycotton",Not specified,Not specified,"Red, White",FNF,5996.0
339,52946,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Magenta Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Magenta,FNF,3626.0
340,34992,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia H& Printed Navy Blue Cotton Mull Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Navy Blue,Fabindia,1230.0
341,50878,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Beige & Red Crepe Printed Saree,Not specified,Not specified,"Poly Crepe, Poly Crepe",Not specified,Not specified,"Beige, Red",Prafful,1299.0
342,34959,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige & Rust Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,"Beige, Maroon",Fabindia,1130.0
343,52979,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,4566.0
344,42323,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Navy Georgette Printed Saree,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Navy Blue,Prafful,899.0
345,50871,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Mustard Crepe Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Mustard, Green, Red",Prafful,1299.0
346,52970,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Multi,FNF,4022.0
347,34950,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Beige,Fabindia,1130.0
348,50885,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Multi Coloured Crepe Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Multi, Navy Blue, Green",Prafful,1299.0
349,53055,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Blue Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Blue, Black",FNF,2862.0
350,50882,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Mustard Crepe Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Mustard, Green, Red",Prafful,1099.0
351,52983,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Striped Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Maroon, Purple, Multi",FNF,4130.0
352,34957,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Beige Jaipur Print Cotton Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Beige,Fabindia,1130.0
353,50876,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Green & Beige Crepe Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Beige, Maroon",Prafful,1099.0
354,53052,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Multi,FNF,2666.0
355,52948,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,4500.0
356,53031,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed Yellow Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Yellow, Beige, Black",FNF,2666.0
357,52914,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Printed Red Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Red, Green, Grey",FNF,1598.0
358,53036,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Printed Blue Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Blue, Yellow, Green",FNF,2666.0
359,34302,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women H& Printed Green Silk Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Green,Fabindia,5930.0
360,53009,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Multi,FNF,3800.0
361,52913,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Women Multi Coloured Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Multi,FNF,1598.0
362,51101,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Satya Paul Green Printed Saree,Printed,Without Blouse Piece,Silk Blend,"Abstract, Printed",Not specified,Green,Satya Paul,7995.0
363,53000,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Multi,FNF,4226.0
364,45992,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Pink Mangalgiri Saree,Solid,Without Blouse Piece,Cotton Blend,"Solid, Solid",Not specified,Pink,Fabindia,1890.0
365,52925,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Lavender Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,Lavender,FNF,1598.0
366,53007,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Blue Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Blue, Pink, Multi",FNF,4476.0
367,52922,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed Rust Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,"Rust, Blue",FNF,1598.0
368,45995,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Cream-Coloured & Blue Hand Printed Saree,Printed,Without Blouse Piece,Cotton Blend,"Ethnic Motifs, Printed",Not specified,"Cream, Blue",Fabindia,1390.0
369,53038,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Chiffon, Poly Chiffon",Not specified,Not specified,Multi,FNF,2862.0
370,52976,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,4566.0
371,34956,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Beige Jaipur Print Cotton Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Beige,Fabindia,1130.0
372,50877,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Purple & Beige Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Purple, Beige, Mustard",Prafful,1099.0
373,50883,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Purple & Green Crepe Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Purple, Blue, Green",Prafful,1299.0
374,52982,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Green Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Green,FNF,4130.0
375,52949,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,4500.0
376,42313,Women,Apparel,Saree,Sarees,Summer,2010.0,Ethnic,Prafful Belge & Red Crepe Printed Saree,Not specified,Not specified,"Poly Crepe, Poly Crepe",Not specified,Not specified,"Beige, Red",Prafful,1299.0
377,53053,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Multi,FNF,2666.0
378,50884,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Multi Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Multi, Green, Blue",Prafful,1299.0
379,50870,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Multi Coloured Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Multi, Blue, Orange",Prafful,1299.0
380,34951,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Beige Jaipur Print Cotton Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,"Beige, Blue",Fabindia,1130.0
381,52971,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Printed Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Yellow, Multi",FNF,4022.0
382,53054,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Yellow Printed Sari,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,"Yellow, Green, Off White",FNF,2862.0
383,31885,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women White Cotton Silk Saree,Printed,Without Blouse Piece,Silk Cotton,"Solid, Solid",Not specified,White,Fabindia,3230.0
384,34993,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women H& Printed Olive Green Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Olive,Fabindia,1230.0
385,52947,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,3626.0
386,59593,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Blue & Purple Collection for Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Blue, Purple",FNF,9000.0
387,42322,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Prafful Maroon Georgette Printed Saree,Not specified,Not specified,"Poly Georgette, Poly Georgette",Not specified,Not specified,Maroon,Prafful,999.0
388,50879,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,Prafful Beige & Navy Blue Printed Sari,Not specified,Not specified,"Cotton Blend, Cotton Blend",Not specified,Not specified,"Beige, Navy Blue, Maroon",Prafful,1299.0
389,52978,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Multi Coloured Sari,Not specified,Not specified,Not specified,Not specified,Not specified,Multi,FNF,4566.0
390,34958,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Red Jaipur Print Cotton Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Red,Fabindia,1130.0
391,31876,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women Blue Printed Kota Cotton Saree,Printed,Without Blouse Piece,Cotton Blend,"Floral, Printed",Not specified,Blue,Fabindia,1790.0
392,52940,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Yellow Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Yellow, White",FNF,1598.0
393,59594,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Rust Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Rust, Red",FNF,9000.0
394,34960,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia Women H& Printed Beige Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,"Beige, Red",Fabindia,1130.0
395,34994,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,Fabindia H& Printed Mustard Cotton Mull Sari,No Border,Blouse Piece,"Cotton Blend, Cotton Blend","Solid, Solid",Not specified,Mustard,Fabindia,1230.0
396,59620,Women,Apparel,Saree,Sarees,Summer,2012.0,Ethnic,FNF Green & Black Wedding Collection Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Green, Black",FNF,9000.0
397,59618,Women,Apparel,Saree,Sarees,Fall,2012.0,Ethnic,FNF Red & Gold Printed Collection for Wedding Sari,Not specified,Not specified,Not specified,Not specified,Not specified,"Red, Green, Gold",FNF,9000.0
