,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Type,Material,Details,Shape,Colour,Brand,Price
537,30675,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Park Avenue Men Steel Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Steel, Grey",Park Avenue,2350
538,40166,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men UV Protected Sporty Sunglasses,Other Sunglasses,Plastic,UV Protected Lens,Oval,"Grey, Brown",Fastrack,1899
539,17601,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Cat Men Classic Grey Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Grey, Black",CAT,3150
540,51689,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Oversized Sunglasses LP226-C4,Oversized Sunglasses,Plastic,Polarised Lens,Oval,"Blue, Black",Louis Philippe,1750
541,49676,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,Other Sunglasses,Metal,Regular Lens,Oval,Brown,United Colors of Benetton,3200
542,58536,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Men Sunglasses,Other Sunglasses,Metal,Regular Lens,Oval,Metallic,Miami Blues,1915
543,29131,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Vogue Women Black Sunglasses,Other Sunglasses,Plastic,Not specified,Long,Black,vogue,4930
544,17606,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Cat Unisex Classic Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,CAT,3150
545,39995,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Park Avenue Men Black Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Oval,"Black, Blue",Park Avenue,3895
546,30672,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Park Avenue Men Sunglasses,Aviator Sunglasses,Not specified,Not specified,Long,"Gold, Brown",Park Avenue,2350
547,29136,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Vogue Women Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,vogue,4930
548,49671,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,Other Sunglasses,Metal,Regular Lens,Oval,Navy Blue,United Colors of Benetton,3200
549,58531,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Unisex Sunglasses,Other Sunglasses,Plastic,Regular Lens,Long,Black,Miami Blues,1615
550,17226,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Women Funky Eyewear Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Blue,United Colors of Benetton,3850
551,21320,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Sunglasses LP045-C4,Oval Sunglasses,Metal,UV Protected Lens,Long,"Brown, Brown",Louis Philippe,2750
552,28292,Men,Accessories,Eyewear,Sunglasses,Summer,2017.0,Casual,Fastrack Men Black Sunglasses,Other Sunglasses,Not specified,UV Protected Lens,Long,Black,Fastrack,1499
553,38232,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Women Sunglasses,Other Sunglasses,Not specified,Not specified,Oval,Brown,Polaroid,3661
554,17219,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,United Colors of Benetton,3650
555,21327,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Sunglasses LP202-C1,Rectangle Sunglasses,Plastic,Not specified,Long,"Brown, Gold",Louis Philippe,3750
556,17221,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Blue,United Colors of Benetton,4100
557,28408,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Metallic Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Metallic, Black",I DEE,1590
558,38235,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Unisex Sunglasses,Not specified,Not specified,Not specified,Not specified,Brown,Polaroid,3103
559,28295,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Women White Sunglasses,Other Sunglasses,Plastic,UV Protected Lens,Long,"White, Purple",Fastrack,999
560,16936,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Image Men Classic Eyewear Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Image,2950
561,17217,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,United Colors of Benetton,3850
562,21311,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Celine Dion Women Black Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, Black",Celine Dion,7000
563,16103,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,M tv Women My Fab Eyewear Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Blue, Black",MTV,1550
564,38203,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Men Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Grey,Polaroid,3103
565,17228,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Women Funky Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, Maroon",United Colors of Benetton,3650
566,58544,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Women Sunglasses,Other Sunglasses,Plastic,Regular Lens,Oval,Brown,Miami Blues,1615
567,8711,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Unisex Brown Sunglasses,Rectangle Sunglasses,Not specified,Not specified,Long,Brown,Fastrack,3399
568,28401,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Women Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,I DEE,1590
569,16938,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Image Women Classic Eyewear Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Image,2050
570,21316,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Celine Dion Women Brown Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Brown, Brown",Celine Dion,6750
571,17210,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,United Colors of Benetton,3850
572,28406,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,I DEE,1590
573,58543,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Men Sunglasses,Aviator Sunglasses,Metal,Regular Lens,Oval,Black,Miami Blues,2315
574,21329,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Casual Silver Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Silver, Brown",Louis Philippe,3500
575,38204,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Women Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Grey, Grey",Polaroid,3661
576,28204,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men High Street Metallic Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Metallic, Black",Ray-Ban,3890
577,16953,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Image Men Classic Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Image,2950
578,40178,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men Polarized Sporty Wrap Sunglasses,Sports Sunglasses,Not specified,UV Protected Lens,Oval,Black,Fastrack,2399
579,58528,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Unisex Sunglasses,Other Sunglasses,Plastic,Regular Lens,Oval,Brown,Miami Blues,1615
580,51697,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Van Heusen Women Black Rectangular Sunglasses VH215-C1,Not specified,Plastic,Regular Lens,Not specified,Black,Van Heusen,3000
581,49668,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,Aviator Sunglasses,Metal,Regular Lens,Oval,White,United Colors of Benetton,3850
582,21342,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pal Zileri Men Casual Metalic Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Silver, Black",Pal Zileri,8625
583,51663,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Green Sunglasses,Other Sunglasses,Plastic,Regular Lens,Oval,"Green, Brown",Louis Philippe,3000
584,16954,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Image Men Classic Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Image,2950
585,28203,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men High Street Copper Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Copper, Brown",Ray-Ban,3890
586,51664,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Oversized Sunglasses LP214-C1,Oversized Sunglasses,Plastic,Not specified,Oval,"Grey, Black",Louis Philippe,3000
587,29128,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Vogue Women Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Blue,vogue,6250
588,21345,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pal Zileri Men Casual Copper Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Copper, Brown",Pal Zileri,8625
589,51690,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Oversized Sunglasses LP226-C3,Oversized Sunglasses,Plastic,Not specified,Oval,"Purple, Brown",Louis Philippe,1750
590,51699,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Van Heusen Unisex Blue Aviator Sunglasses VH217-C2,Aviator Sunglasses,Plastic,UV Protected Lens,Oval,"Silver, Blue",Van Heusen,2000
591,49666,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,Other Sunglasses,Plastic,Regular Lens,Oval,Brown,United Colors of Benetton,3000
592,16962,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Image Men Sunglasses,Aviator Sunglasses,Metal,Regular Lens,Long,Brown,Image,2490
593,40176,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men UV Protected Sporty Wrap Sunglasses,Other Sunglasses,Plastic,UV Protected Lens,Oval,Black,Fastrack,1999
594,30665,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Park Avenue Men Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, Green",Park Avenue,1950
595,49661,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Women Sunglass,Not specified,Plastic,Regular Lens,Not specified,Black,United Colors of Benetton,3450
596,29126,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Vogue Women Purple Sunglasses,Oversized Sunglasses,Plastic,Not specified,Long,Purple,vogue,4930
597,30662,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Park Avenue Men Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Park Avenue,2750
598,40171,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men Black UV Protected Sporty Wrap Sunglasses,Other Sunglasses,Not specified,Not specified,Oval,"Black, Green",Fastrack,1899
599,30265,Men,Accessories,Eyewear,Sunglasses,Summer,2017.0,Casual,Speedo Men Sheet Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Speedo,2920
600,17211,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Pink Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Pink, Steel",United Colors of Benetton,3850
601,16105,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,M tv Women My Fab Eyewear Purple Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Purple, Black",MTV,1550
602,16939,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Image Women Sunglasses,Oversized Sunglasses,Plastic,Regular Lens,Long,Brown,Image,2950
603,38205,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Women Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Silver, Brown",Polaroid,3661
604,21328,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Sunglasses LP202-C2,Rectangle Sunglasses,Plastic,Not specified,Long,"Black, Silver",Louis Philippe,3750
605,58542,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Men Sunglasses,Aviator Sunglasses,Metal,Regular Lens,Oval,Black,Miami Blues,2315
606,16102,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,M tv Women My Fab Eyewear Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,MTV,1550
607,17216,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Women Funky Eyewear Green Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Green, Black",United Colors of Benetton,4100
608,21310,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Celine Dion Women Brown Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Brown, Brown",Celine Dion,4125
609,28400,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Women Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,I DEE,1590
610,8710,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Unisex Bikers Sunglasses,Other Sunglasses,Plastic,UV Protected Lens,Oval,"Grey, Beige, Beige",Fastrack,1799
611,58545,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Women Sunglasses,Other Sunglasses,Plastic,Regular Lens,Oval,Grey,Miami Blues,1615
612,29142,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Vogue Women Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,vogue,5960
613,38202,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Men Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Polaroid,3103
614,17229,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Blue,United Colors of Benetton,3850
615,28409,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,I DEE,1590
616,21326,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Aviator Sunglasses LP201-C3,Aviator Sunglasses,Metal,UV Protected Lens,Long,"Green, Gold",Louis Philippe,3750
617,17220,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, Red",United Colors of Benetton,3850
618,28294,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men Brown Sunglasses,Other Sunglasses,Plastic,UV Protected Lens,Long,Brown,Fastrack,899
619,38234,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Unisex Sunglasses,Other Sunglasses,Not specified,Not specified,Oval,Black,Polaroid,3103
620,21319,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Sunglasses LP045-C1,Rectangle Sunglasses,Plastic,Not specified,Long,"Black, Black",Louis Philippe,2750
621,17227,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Blue Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Blue,United Colors of Benetton,3850
622,29970,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Cat Men Sheet Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,CAT,2835
623,21321,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Sunglasses LP045-C2,Oval Sunglasses,Metal,UV Protected Lens,Long,"Brown, Brown",Louis Philippe,2750
624,38233,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Polaroid Unisex Black Sunglasses,Other Sunglasses,Not specified,Not specified,Oval,Black,Polaroid,3103
625,28293,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men Sunglasses,Sports Sunglasses,Not specified,UV Protected Lens,Long,"Brown, Black",Fastrack,1199
626,17218,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Funky Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, Red",United Colors of Benetton,3650
627,29127,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Vogue Women Black Sunglasses,Oversized Sunglasses,Plastic,Not specified,Long,Black,vogue,4930
628,30663,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Park Avenue Men Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Park Avenue,1950
629,40170,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men UV Protected Sporty Sunglasses,Other Sunglasses,Plastic,UV Protected Lens,Oval,"Brown, Black",Fastrack,1899
630,58527,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Unisex Sunglasses,Other Sunglasses,Plastic,Regular Lens,Oval,Black,Miami Blues,1615
631,51698,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Van Heusen Unisex Grey Aviator Sunglasses VH217-C,Other Sunglasses,Plastic,Regular Lens,Long,"Grey, Black",Van Heusen,2000
632,40177,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men UV Protected Sporty Wrap Sunglasses,Rectangle Sunglasses,Not specified,UV Protected Lens,Oval,"Black, Green, Blue",Fastrack,1999
633,30664,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Park Avenue Men Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Park Avenue,1950
634,16955,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Image Women Classic Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Image,2050
635,28202,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men High Street Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Ray-Ban,3890
636,51691,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Oversized Sunglasses LP226-C2,Oversized Sunglasses,Plastic,Not specified,Long,"Brown, Black",Louis Philippe,1750
637,51665,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Brown Sunglasses,Other Sunglasses,Metal,Polarised Lens,Oval,Brown,Louis Philippe,3000
638,29129,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Vogue Women Green Sunglasses,Oversized Sunglasses,Plastic,Not specified,Long,Green,vogue,6250
639,21344,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pal Zileri Men Casual Black Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, Blue",Pal Zileri,8625
640,40179,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Men UV Protected Sporty Wrap Sunglasses,Other Sunglasses,Not specified,UV Protected Lens,Oval,"Yellow, Black",Fastrack,1899
641,28205,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Active Lifestyle Gold Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Gold, Black",Ray-Ban,3790
642,16952,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Image Men Classic Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Image,1950
643,21343,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pal Zileri Men Casual Brown Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Brown, Brown",Pal Zileri,8625
644,51662,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Louis Philippe Men Oversized Sunglasses LP214-C3,Oversized Sunglasses,Plastic,Not specified,Oval,Brown,Louis Philippe,699
645,58529,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Miami Blues Unisex Sunglasses,Other Sunglasses,Plastic,Regular Lens,Oval,Black,Miami Blues,1615
646,49669,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,United Colors of Benetton Men Sunglass,Aviator Sunglasses,Metal,Regular Lens,Oval,"White, Pink",United Colors of Benetton,3850
647,51696,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Van Heusen Women Brown Sunglasses VH215-C2,Oversized Sunglasses,Plastic,Regular Lens,Oval,Brown,Van Heusen,3000
648,29894,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Mayhem Women Sunglasses 1012-104,Oval Sunglasses,Plastic,UV Protected Lens,Oval,"Grey, Black",Mayhem,1575
649,28348,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,I Dee Men Sunglasses,Other Sunglasses,Metal,Regular Lens,Long,"Green, Black",I DEE,2150
650,51710,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Van Heusen Unisex Sunglasses VH214-C1,Oval Sunglasses,Plastic,Regular Lens,Oval,Black,Van Heusen,2500
651,23754,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Men Jupiter Purple Sunglasses,Other Sunglasses,Plastic,Regular Lens,Long,Purple,OAKLEY,5490
652,8631,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Unisex Hip Hop Brown Sunglasses,Oversized Sunglasses,Plastic,UV Protected Lens,Long,Brown,Fastrack,1199
653,28377,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Brown Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,I DEE,1950
654,29097,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,M tv Men Grey Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Grey,MTV,1840
655,28383,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Black Sunglasses,Other Sunglasses,Plastic,Not specified,Long,Black,I DEE,1950
656,17308,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Pepe Jeans,3650
657,23753,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Men Frogskins Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,OAKLEY,6490
658,28189,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Aviator Steel Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Steel, Black",Ray-Ban,5190
659,29867,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Mayhem Men Aviator Sunglasses 1024-204,Aviator Sunglasses,Metal,UV Protected Lens,Oval,Grey,Mayhem,1840
660,17330,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Women Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Black,Pepe Jeans,3450
661,51717,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Unisex Sunglasses AS236-C1,Rectangle Sunglasses,Plastic,Regular Lens,Not specified,"Grey, Black",Allen Solly,1850
662,17592,Unisex,Accessories,Eyewear,Sunglasses,Summer,2017.0,Sports,Speedo Unisex Funky Eyewear Black Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Black, Green",Speedo,2920
663,29893,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Mayhem Women Sunglasses 1012-162,Oval Sunglasses,Metal,UV Protected Lens,Oval,Black,Mayhem,1575
664,51728,Women,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Women Oversized Sunglasses AH220-C1,Oversized Sunglasses,Plastic,UV Protected Lens,Oval,"Black, Silver",Allen Solly,3950
665,28384,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Black Sunglasses,Other Sunglasses,Plastic,Not specified,Long,Black,I DEE,1950
666,28370,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Metallic Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Metallic, Black",I DEE,1950
667,8636,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Fastrack Unisex FTML002GLGP1 Black Sunglass,Other Sunglasses,Not specified,Not specified,Long,Black,Fastrack,1995
668,17306,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Pepe Jeans Men Casual Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,Pepe Jeans,3650
669,51721,Unisex,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Allen Solly Unisex Sunglasses AS234-C1,Rectangle Sunglasses,Plastic,Regular Lens,Oval,Purple,Allen Solly,2000
670,23765,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Men White Fast Jacket Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"White, Black",OAKLEY,10335
671,40005,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Park Avenue Men Black Frame Sunglasses,Other Sunglasses,Not specified,Not specified,Oval,"Black, Brown",Park Avenue,3895
672,28379,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Grey Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Grey,I DEE,1760
673,28180,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Aviator Metallic Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Metallic, Black",Ray-Ban,4490
674,38312,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,I Dee Men Black Frame Sunglasses,Aviator Sunglasses,Metal,Not specified,Not specified,Black,I DEE,1950
675,28174,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Ray-Ban Men Aviator Bronze Sunglasses,Other Sunglasses,Not specified,Not specified,Long,"Bronze, Brown",Ray-Ban,5090
676,28346,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Idee Men Brown Sunglasses,Other Sunglasses,Metal,Not specified,Long,Brown,I DEE,1950
677,23762,Men,Accessories,Eyewear,Sunglasses,Winter,2016.0,Casual,Oakley Men Brown Frogskin Sunglasses,Other Sunglasses,Not specified,Not specified,Long,Brown,OAKLEY,6490
