,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Total Shelf Life in Months,Minimum Usable Period in Months,Features,Finish,Units Per Bundle,Concern,Minimum Shelf Life in Months,Colour,Brand,Price
269,57708,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lotus Herbals Seduction Red Fire Lip Contour Definer 52,24,12,Not specified,Not specified,1,Not specified,6,Red,Lotus Herbals,245
270,55290,Women,Personal Care,Lips,Lip Gloss,Summer,2019.0,Casual,Lakme Absolute Plump & Shine Plumshine Lip Gloss 3 ml,Not specified,Not specified,Moisturising,Glossy,1,Not specified,Not specified,Mauve,Lakme,450
271,56071,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Colorbar Black Berry Lip Pencil 012,24,12,Not specified,Not specified,1,Not specified,6,Burgundy,Colorbar,399
272,56085,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Pearliser Star Shine Lip Gloss 08,24,12,Regular,Glitter,1,Not specified,6,White,Colorbar,325
273,55432,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Soft Rose Colorburst Lipstick 040,36,Not specified,Regular,Creme,1,Not specified,Not specified,Pink,Revlon,390
274,55056,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Enrich Satins Lipstick 130,24,Not specified,SPF,Creme,1,Not specified,Not specified,Brown,Lakme,230
275,55069,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Lakme Lip Gloss 15,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Lakme,200
276,55051,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Enrich Satins Lipstick 135,24,Not specified,SPF,Creme,1,Not specified,Not specified,Purple,Lakme,225
277,56082,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Shine Sensation Lip Gloss 14,24,12,Regular,Glitter,1,Not specified,6,Red,Colorbar,325
278,56076,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Colorbar Moody Maroon Lip Liner 003,36,Not specified,Not specified,Not specified,1,Not specified,Not specified,Maroon,Colorbar,399
279,56049,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Full Finish Longwear Wicked Brown Lipstick 02,24,12,Long Lasting,Matte,1,Not specified,6,Brown,Colorbar,725
280,55208,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Lip Love Aphrodite Blush Lipstick,Not specified,Not specified,Regular,Creme,1,Not specified,Not specified,Brown,Lakme,725
281,55005,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Lakme Sheer Satin Lip Gloss 61,24,Not specified,Regular,Glossy,1,Not specified,Not specified,White,Lakme,325
282,57560,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Pure Colours Peach Creme Lipstick 691,24,12,Long Lasting,Natural,1,Not specified,6,Purple,Lotus Herbals,275
283,55461,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Plumalicious Super Lustrous Lipstick 314,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Purple,Revlon,599
284,56022,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Flamingo Soft Touch Lipstick 033,36,Not specified,Regular,Natural,1,Not specified,Not specified,Brown,Colorbar,475
285,55495,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon ColorBurst Orchid Lip Gloss 12,36,Not specified,Regular,Glossy,1,Not specified,Not specified,Mauve,Revlon,500
286,57594,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Pink Mink Lipstick 143,24,Not specified,Regular,Natural,1,Not specified,Not specified,Pink,Lotus Herbals,349
287,57558,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals SPF-10 Rose Mary Lipstick 411,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Rose,Lotus Herbals,375
288,55459,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Raspberry Super Lustrous Lipstick 485,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Pink,Revlon,550
289,57593,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Moistpetals Coral Cove Lipstick 145,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lotus Herbals,349
290,55492,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Color Brust Fire Lip Gloss 18,24,12,Moisturising,Glossy,1,Not specified,6,Red,Revlon,525
291,56025,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch Drama Lipstick 027,36,Not specified,Regular,Natural,1,Not specified,Not specified,Brown,Colorbar,475
292,55466,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Kiss Me Coral Super Lustrous Lipstick 750,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Red,Revlon,599
293,57567,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Pure Colors Moisturising   Lilac Beauty Lipstick 644,24,Not specified,Moisturising,Natural,1,Not specified,Not specified,Pink,Lotus Herbals,285
294,55002,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lakme Absolute Liplast Day Passion Lip Gloss,24,Not specified,Moisturising,Glossy,1,Not specified,Not specified,Purple,Lakme,575
295,56013,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch Rose Quartz Lipstick 043,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Brown,Colorbar,450
296,55206,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Lip Love Chocolate Caress Lipstick,Not specified,Not specified,SPF,Creme,1,Not specified,Not specified,Brown,Lakme,725
297,55034,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Absolute Matte Toasted Brown Lipstick 59,24,Not specified,Regular,Matte,1,Not specified,Not specified,Brown,Lakme,525
298,55450,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Plum Sexxxy Flirty Fuchsia Lipstick 54,36,Not specified,SPF,Natural,1,Not specified,Not specified,"Pink, Magenta",Revlon,630
299,57569,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Pure Colours Red Rose Lipstick 612,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Red,Lotus Herbals,275
300,55468,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Super Lusterous Coffee Break Lipstick 303,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,"Maroon, Rust",Revlon,550
301,55457,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Rose Dew Super Lustrous Lipstick 407,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Pink,Revlon,550
302,55033,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Absolute Matte Cocoa Pink Lipstick 30,24,Not specified,Regular,Matte,1,Not specified,Not specified,Pink,Lakme,525
303,55201,Women,Personal Care,Lips,Lip Care,Spring,2017.0,Casual,Lakme Lip Love Siren Lip Conditioner,Not specified,Not specified,Not specified,Matte,Not specified,Dry Lips,Not specified,Pink,Lakme,225
304,57556,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Floralstay Pink Mink Lip Color 416,24,Not specified,Regular,Natural,1,Not specified,Not specified,Pink,Lotus Herbals,375
305,56014,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch Amethyst Lipstick 042,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Lavender,Colorbar,325
306,56077,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Colorbar Hot Chocolate Lip Liner /Crayon 002,24,12,Not specified,Not specified,1,Not specified,6,Brown,Colorbar,399
307,57707,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Lotus Herbals Seduction Pink Berry Lip Liner 53,24,12,Not specified,Not specified,1,Not specified,6,Pink,Lotus Herbals,245
308,55050,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Enrich Satins Lipstick 136,24,Not specified,SPF,Creme,1,Not specified,Not specified,Purple,Lakme,225
309,56083,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Shine Pink Kiss Lip Gloss 12,24,12,Regular,Glitter,1,Not specified,6,Pink,Colorbar,325
310,55434,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Ruby Colorburst Lipstick 85,36,Not specified,Regular,Creme,1,Not specified,Not specified,Red,Revlon,630
311,56048,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Rare Truffle Lipstick 03,36,Not specified,Long Lasting,Matte,1,Not specified,Not specified,Maroon,Colorbar,725
312,55433,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Women Siena Colorburst Lipstick 055,24,12,Regular,Creme,1,Not specified,6,Brown,Revlon,610
313,56084,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Shine Bare True Lip Gloss 11,24,12,Regular,Glitter,1,Not specified,6,Pink,Colorbar,325
314,55057,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Enrich Satins Lipstick 129,24,Not specified,SPF,Creme,1,Not specified,Not specified,Pink,Lakme,240
315,55291,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Lakme Absolute Candyshine Plump & Shine Pink Lip Gloss 3 ml,Not specified,Not specified,Regular,Glossy,1,Not specified,Not specified,Pink,Lakme,475
316,56070,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Colorbar Fuchsia Fever Lip Liner/Crayon 013,24,12,Not specified,Not specified,1,Not specified,6,Pink,Colorbar,325
317,55068,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Lakme Vanilla Lip Gloss 15,24,Not specified,Regular,Glossy,1,Not specified,Not specified,Brown,Lakme,200
318,55061,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Enrich Satins Lipstick 423,24,Not specified,SPF,Creme,1,Not specified,Not specified,Brown,Lakme,230
319,57736,Women,Personal Care,Lips,Lip Care,Spring,2017.0,,Lotus Herbals Orange Lip Balm,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Orange,Lotus Herbals,125
320,56046,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Full Finish Longwear Tempt Me Lipstick 05,24,12,Long Lasting,Matte,1,Not specified,6,Red,Colorbar,725
321,57709,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,,Lotus Herbals Poppy Plum Lip Liner 59,24,12,Not specified,Not specified,1,Not specified,6,Pink,Lotus Herbals,245
322,56079,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Shine Mocha Late Lip Gloss 017,24,12,Regular,Glitter,1,Not specified,6,Brown,Colorbar,325
323,49091,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Deborah 24 Ore Lip Liner 215,48,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Deborah,375
324,56041,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Coco Liscious Lipstick 10,36,Not specified,Long Lasting,Matte,1,Not specified,Not specified,Brown,Colorbar,595
325,55066,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Enrich Mattes Lipstick 420,24,Not specified,SPF,Creme,1,Not specified,Not specified,Brown,Lakme,240
326,57731,Women,Personal Care,Lips,Lip Care,Spring,2017.0,,Lotus Herbals Velvety Rose Lip Balm,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Rose,Lotus Herbals,135
327,55059,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lakme Enrich Satins Lipstick 528,24,Not specified,SPF,Creme,1,Not specified,Not specified,Maroon,Lakme,230
328,57568,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Pure Colors Sheer Fuschia Lipstick 642,24,Not specified,Regular,Natural,1,Not specified,Not specified,Red,Lotus Herbals,275
329,55469,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Super Lusterous Frost Bronze Lipstick 310,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,"Bronze, Maroon",Revlon,550
330,56015,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch Amber Lipstick 041,36,Not specified,Regular,Natural,1,Not specified,Not specified,Brown,Colorbar,475
331,55456,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Rosewine Super Lustrous Lipstick 225,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Red,Revlon,550
332,55200,Women,Personal Care,Lips,Lip Care,Spring,2017.0,Casual,Lakme Lip Love Charmer Lip Conditioner,Not specified,Not specified,Not specified,Matte,Not specified,Dry Lips,Not specified,Pink,Lakme,225
333,57557,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Floralstay Pristine Maroon Lip Color 412,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,"Maroon, Brown",Lotus Herbals,375
334,55032,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Absolute Matte Classic Rose Lipstick 47,24,Not specified,Regular,Matte,1,Not specified,Not specified,Red,Lakme,525
335,55035,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Absolute Matte Nougat Lipstick 62,24,Not specified,Regular,Matte,1,Not specified,Not specified,Brown,Lakme,525
336,57550,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Floralstay Lipstick 434,24,Not specified,SPF,Natural,1,Not specified,Not specified,Brown,Lotus Herbals,375
337,55451,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Don't Stop Apricot Lipcolor 24,36,Not specified,SPF,Natural,1,Not specified,Not specified,Peach,Revlon,630
338,56012,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch Garnet Lipstick 044,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Red,Colorbar,325
339,57559,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Floralstay Red Rover Lip Color 410,24,Not specified,SPF,Natural,1,Not specified,Not specified,Red,Lotus Herbals,375
340,55458,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Rose Velvet Super Lustrous Lipstick 306,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Pink,Revlon,550
341,55467,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Coffee Sip Super Lustrous Lipstick 212,36,Not specified,Moisturising,Creme,1,Not specified,Not specified,Brown,Revlon,550
342,55003,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Lakme Absolute Liplast Day Love Lip Gloss,24,Not specified,Moisturising,Glossy,1,Not specified,Not specified,Pink,Lakme,575
343,57566,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Pure Colors Moisturising Maroon Delight Lipstick 613,24,Not specified,Long Lasting,Natural,1,Not specified,Not specified,Maroon,Lotus Herbals,295
344,57592,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Moistpetals Lilac Delight Lipstick 147,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lotus Herbals,349
345,56024,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Soft Touch Spirit Lipstick 028,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Brown,Colorbar,475
346,55493,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon ColorBurst Bordeaux Lip Gloss 16,24,12,Moisturising,Glossy,1,Not specified,6,Maroon,Revlon,525
347,55209,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme Lip Love Strawberries & Cream Lipstick B115B,Not specified,Not specified,SPF,Creme,1,Not specified,Not specified,Red,Lakme,725
348,55494,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon ColorBurst Rose Pearl Lip Gloss 14,24,12,Moisturising,Glossy,1,Not specified,6,"Pink, Beige",Revlon,525
349,56023,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Soft Touch Bingo Lipstick 029,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Brown,Colorbar,325
350,57595,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Moistpetals Blossom Lipstick 142,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Lotus Herbals,349
351,57561,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Lotus Herbals Pure Colours Star Glow Lipstick 667,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Rose,Lotus Herbals,295
352,55004,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lakme 6 in 1 Travel Kit Day & Night Palette Lip Sync,Not specified,Not specified,Regular,Glossy,1,Not specified,Not specified,Multi,Lakme,875
353,55460,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Revlon Super Lustrous Raspberry Lipstick 324,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Maroon,Revlon,699
354,55512,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Berry Wild Super Lustrous Lip Gloss 52,24,12,Moisturising,Glossy,1,Not specified,6,Purple,Revlon,455
355,56535,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Eclairs Lipcolor 11,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Streetwear,250
356,55975,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Magenta Shy Cherry Lipstick 63P,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Maroon,Colorbar,325
357,55981,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Naked Pink Lipstick 57 P,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Red,Colorbar,325
358,56532,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Go Grape Lipcolor 03,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Streetwear,235
359,55986,Women,Personal Care,Lips,Lipstick,Summer,2019.0,Casual,ColorBar Velvet Matte Addictive Magenta Lipstick 46 P,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Magenta,Colorbar,325
360,55972,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Velvet Matte Creme Cup 1 Lipstick 78V,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Brown,Colorbar,325
361,49143,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Deborah Hazel Euphoric Shine 13 Lip Gloss,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Deborah,595
362,55988,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Plumberry Lipstick 44MA,36,Not specified,Long Lasting,Matte,1,Not specified,Not specified,Burgundy,Colorbar,325
363,49144,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Deborah Euphoric Shine 14 Lip Gloss,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Deborah,595
364,49117,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Deborah Red 24 Power 05 Lipstick,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Deborah,595
365,56550,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Streetwear Stay On Longwear Amethyst Lip Liner 02,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Purple,Streetwear,250
366,56559,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Streetwear Pink Rose Lip Gloss 51,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,235
367,49121,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Deborah Light Creator Shine & Volume Lipstick 4,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Deborah,595
368,56102,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Ripe Apple Lip Gloss 01,24,12,Moisturising,Glossy,1,Not specified,6,Maroon,Colorbar,325
369,56566,Women,Personal Care,Lips,Lip Care,Spring,2017.0,Casual,Streetwear Satin Smooth Pink Princess Lip Balm 01,24,12,Not specified,Glossy,Not specified,Cracked Lips,6,Pink,Streetwear,190
370,49119,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Deborah Chocolate Light Creator Shine Volume 1 Lipstick,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Deborah,595
371,56561,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Streetwear Nothing Lip Gloss 13,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Streetwear,235
372,56105,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Metal Sedustress Lip Gloss 006,24,12,Moisturising,Glitter,1,Not specified,6,Pink,Colorbar,325
373,55989,Women,Personal Care,Lips,Lipstick,Summer,2019.0,Casual,Colorbar Velvet Matte Brick-O-La Lipstick 42 M,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Maroon,Colorbar,325
374,49142,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Deborah Peach Coloured Euphoric Shine 12 Lip Gloss,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Peach,Deborah,595
375,56533,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Fuschia Pink Lipcolor 27,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,250
376,55973,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Velvet Matte High Tea 1 Lipstick 77V,36,Not specified,Moisturising,Natural,1,Not specified,Not specified,Brown,Colorbar,325
377,55987,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Just Maroon Lipstick 45 M,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Maroon,Colorbar,325
378,56534,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Fruity Fawn Lipcolor 25,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Streetwear,235
379,55980,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Dark Brown Matte Bare Lipstick 58 BR,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Brown,Colorbar,325
380,55974,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,ColorBar Velvet Matte Special Mauve Lipstick 64M,36,Not specified,Moisturising,Matte,1,Not specified,Not specified,Purple,Colorbar,325
381,56560,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Streetwear Nude Shimmer Lip Gloss 53,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Peach,Streetwear,235
382,56104,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Star Metal Astral Lip Gloss 007,24,12,Moisturising,Glitter,1,Not specified,6,Red,Colorbar,325
383,49118,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Deborah Pink 24 Power 07 Lipstick,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Deborah,595
384,49120,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Deborah Brown Light Creator Shine Volume 3 Lipstick,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Deborah,595
385,56558,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Streetwear Rose Shimmer Lip Gloss 52,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,235
386,56103,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Mettalics Galaxy Lip Gloss 008,24,12,Moisturising,Glitter,1,Not specified,6,White,Colorbar,325
387,49116,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Deborah 24 Ore Power 02 Lipstick,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Deborah,595
388,56551,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Streetwear Mineral Brown Sugar Lip Gloss,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Streetwear,350
389,56556,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,,Streetwear Smooch Lip Gloss 42,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Streetwear,235
390,56110,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,ColorBar Cherry Pop Lip Pot 017,24,12,Moisturising,Natural,1,Not specified,6,Red,Colorbar,495
391,49133,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Deborah Fuchsia 24 Power 08 Lipstick,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Pink,Deborah,595
392,56117,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Night Rose Lip Pot 007,24,12,Moisturising,Natural,1,Not specified,6,Purple,Colorbar,495
393,49134,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Deborah Extra Lip Liner 07,48,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Red,Deborah,400
394,49102,Women,Personal Care,Lips,Lip Plumper,Spring,2017.0,Casual,Deborah Burgundy Volume Lip Plumper 03,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Burgundy,Deborah,575
395,56119,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Colorbar Toffee Tango Lip Pot 005,24,12,Moisturising,Natural,1,Not specified,6,Brown,Colorbar,495
396,56529,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Satin Smooth Mocha Brown Lipcolor 22,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Streetwear,250
397,49151,Women,Personal Care,Lips,Lip Liner,Spring,2017.0,Casual,Deborah Extra Lip Liner 04,48,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Deborah,400
398,56516,Women,Personal Care,Lips,Lipstick,Spring,2017.0,,Streetwear Luscious Lips Pink Wood Lipstick 05,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Brown,Streetwear,385
399,55969,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Colorbar Velvet Matte Brown Over The Top 1 Lipstick 81V,36,Not specified,Regular,Matte,1,Not specified,Not specified,Red,Colorbar,325
400,55509,Women,Personal Care,Lips,Lip Gloss,Spring,2017.0,Casual,Revlon Coffee Gleam Super Lustrous Lip Gloss 06,24,12,Moisturising,Glossy,1,Not specified,6,Brown,Revlon,455
401,57605,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Lotus Herbals Moistpetals Burgundy Lipstick 111,24,Not specified,Regular,Natural,1,Not specified,Not specified,Burgundy,Lotus Herbals,349
402,56511,Women,Personal Care,Lips,Lipstick,Spring,2017.0,Casual,Streetwear Lusicious Lips Rustic Copper Lipcolor 18,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Not specified,Copper,Streetwear,385
