,id,gender,masterCategory,subCategory,articleType,season,year,usage,productDisplayName,Fine Jewellery,Design,Base Metal,Stone Type,Type,Colour,Brand,Price
557,58586,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,ToniQ Women Orange Necklace,Fine Jewellery,Minimal,Not specified,Not specified,Necklace,Orange,ToniQ,269
558,43798,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Ethnic,Royal Diadem Black Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Black",Royal Diadem,1095
559,58116,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Rreverie Women Silver & Brown Pendant,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Silver, Brown",Rreverie,1245
560,31728,Women,Accessories,Jewellery,Pendant,Winter,2016.0,Ethnic,Fabindia Women Anusuya Maroon Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Purple, White",Fabindia,990
561,54170,Women,Accessories,Jewellery,Necklace and Chains,Fall,2010.0,Casual,Femella Magenta & Grey Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Magenta,Femella,750
562,43791,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Gold & Brown Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Brown",Royal Diadem,1045
563,43765,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem White Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"White, Green, Maroon",Royal Diadem,895
564,46025,Women,Accessories,Jewellery,Pendant,Winter,2016.0,Casual,Estelle Women Gold Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Estelle,1210
565,48983,Women,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4850
566,31721,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Green",Fabindia,590
567,48948,Men,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Revv Men Steel Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,1075
568,48346,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Pitaraa Silver Nugget Long Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Pitaraa,899
569,59462,Women,Accessories,Jewellery,Ring,Summer,2015.0,Casual,Lucera Silver Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Silver, Black",Lucera,6600
570,52842,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Adrika Green Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Green, Gold",Adrika,175
571,49052,Women,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1650
572,31726,Women,Accessories,Jewellery,Pendant,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Maroon",Fabindia,490
573,46210,Women,Accessories,Jewellery,Bangle,Fall,2012.0,Ethnic,Adrika Beige  Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Beige, Blue, Pink",Adrika,125
574,58118,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Rreverie Women Silver & Black Pendant,Fine Jewellery,Not specified,Silver,Onyx,Not specified,"Silver, Black",Rreverie,1825
575,48970,Women,Accessories,Jewellery,Ring,Fall,2012.0,Casual,Lucera Women Gold Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1500
576,43796,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem Black Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Black, White, Gold",Royal Diadem,895
577,58588,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,ToniQ Women Silver Necklace,Fine Jewellery,Minimal,Not specified,Not specified,Necklace,"Silver, Purple",ToniQ,349
578,31719,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,2890
579,54148,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Femella Black Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Black,Femella,550
580,59465,Women,Accessories,Jewellery,Ring,Summer,2015.0,Casual,Lucera Silver Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Silver, White",Lucera,6100
581,48725,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,3550
582,48341,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Pitaraa Golden Fish Scale Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Pitaraa,899
583,46049,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,649
584,49001,Women,Accessories,Jewellery,Ring,Summer,2012.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1500
585,48785,Women,Accessories,Jewellery,Pendant,Summer,2015.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4075
586,35319,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Red",Fabindia,460
587,48771,Women,Accessories,Jewellery,Jewellery Set,Summer,2012.0,Casual,Miki Pearl Women Ivory Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,White,Miki Pearl,2400
588,48588,Women,Accessories,Jewellery,Bracelet,Summer,2012.0,Casual,Lucera Women Silver Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3150
589,52220,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Lencia Grey Swarovski Pearl Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Grey,Lencia,7765
590,42610,Women,Accessories,Jewellery,Jewellery Set,Winter,2016.0,Casual,Estelle Women Gold Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Estelle,2499
591,56210,Women,Accessories,Jewellery,Pendant,Winter,2015.0,Casual,Estelle Women Gold Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Estelle,499
592,35326,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,830
593,42628,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Women Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,349
594,48776,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3425
595,48782,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4000
596,49006,Women,Accessories,Jewellery,Ring,Fall,2012.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1375
597,35321,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Purple",Fabindia,590
598,48749,Women,Accessories,Jewellery,Bangle,Summer,2015.0,Casual,Lucera Women Silver Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4150
599,48923,Men,Accessories,Jewellery,Ring,Summer,2012.0,Casual,Revv Men Steel Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,800
600,56217,Women,Accessories,Jewellery,Jewellery Set,Winter,2016.0,Casual,Estelle Women Silver Earring & Pendant Set,Fine Jewellery,Not specified,Not specified,Not specified,Pendant and Earrings,Silver,Estelle,1999
601,42617,Women,Accessories,Jewellery,Jewellery Set,Winter,2016.0,Casual,Estelle Women Gold Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Estelle,1485
602,49039,Women,Accessories,Jewellery,Ring,Summer,2012.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1525
603,43731,Women,Accessories,Jewellery,Bracelet,Summer,2012.0,Ethnic,Royal Diadem Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Royal Diadem,1545
604,48572,Women,Accessories,Jewellery,Bracelet,Winter,2012.0,Casual,Lucera Women Black and Silver Bracelet,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Silver, Black",Lucera,2800
605,35328,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Silver, Maroon",Fabindia,1190
606,14863,Women,Accessories,Jewellery,Necklace and Chains,Summer,2011.0,Casual,United Colors of Benetton Women Three Strands Red Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Red,United Colors of Benetton,999
607,52820,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Adrika Maroon Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Maroon,Adrika,145
608,48915,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2250
609,42621,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Women Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,549
610,35317,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Silver Anusuya Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,460
611,53105,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Fabindia Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,490
612,35125,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Allen Solly Woman Black Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Black, Steel",Allen Solly Woman,995
613,52211,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lencia Sterling Silver Pendant,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lencia,1345
614,46047,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,330
615,43707,Women,Accessories,Jewellery,Jewellery Set,Summer,2012.0,Ethnic,Royal Diadem Golden Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Royal Diadem,3695
616,52827,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Adrika White Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"White, Gold, Red",Adrika,245
617,48581,Men,Accessories,Jewellery,Bracelet,Summer,2012.0,Casual,Revv Men Steel Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,2325
618,14864,Women,Accessories,Jewellery,Bracelet,Summer,2011.0,Casual,United Colors of Benetton Women Funky Red Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Red,United Colors of Benetton,999
619,56219,Women,Accessories,Jewellery,Jewellery Set,Winter,2016.0,Casual,Estelle Women Gold Earring & Pendant Set,Fine Jewellery,Not specified,Not specified,Not specified,Pendant and Earrings,Gold,Estelle,1099
620,42619,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Estelle Women Earrings & Pendant Set,Fine Jewellery,Not specified,Not specified,Not specified,Pendant and Earrings,Gold,Estelle,1299
621,48747,Women,Accessories,Jewellery,Bangle,Summer,2013.0,Casual,Lucera Women Silver Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4200
622,48575,Men,Accessories,Jewellery,Bracelet,Summer,2012.0,Casual,Revv Men Steel Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,4080
623,46040,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,Estelle Women Gold Jewellery Set,Fine Jewellery,Minimal,Not specified,Not specified,Necklace,Gold,Estelle,4499
624,49008,Women,Accessories,Jewellery,Ring,Fall,2012.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1050
625,52818,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Adrika Red Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Red, White, Gold",Adrika,295
626,35310,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Orange",Fabindia,490
627,48778,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2750
628,53102,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Fabindia Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,690
629,42626,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Women Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,549
630,43797,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Royal Diadem Red Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Red, Gold",Royal Diadem,1095
631,54176,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Femella Golden Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Femella,490
632,58589,Women,Accessories,Jewellery,Necklace and Chains,Winter,2016.0,Casual,ToniQ Women Orange Necklace,Fine Jewellery,Minimal,Not specified,Not specified,Necklace,Orange,ToniQ,289
633,31727,Women,Accessories,Jewellery,Pendant,Winter,2016.0,Ethnic,Fabindia Women Anusuya Maroon Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Purple, White",Fabindia,690
634,43763,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Ethnic,Royal Diadem Rust Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Rust",Royal Diadem,695
635,59464,Women,Accessories,Jewellery,Ring,Summer,2015.0,Casual,Lucera Silver Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Silver, White",Lucera,6350
636,48724,Women,Accessories,Jewellery,Earrings,Summer,2013.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2900
637,54149,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Femella Silver Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, White",Femella,690
638,48340,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Pitaraa Silver Ball Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Pitaraa,899
639,49054,Women,Accessories,Jewellery,Ring,Fall,2012.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2475
640,31718,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Gold",Fabindia,1890
641,31720,Girls,Accessories,Jewellery,Earrings,Summer,2012.0,Ethnic,Fabindia Girls Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,260
642,54171,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Femella Wooden Balls Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Yellow, Gold",Femella,590
643,48976,Women,Accessories,Jewellery,Ring,Fall,2012.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1750
644,43790,Women,Accessories,Jewellery,Earrings,Summer,2012.0,Casual,Royal Diadem Red Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Red, Bronze",Royal Diadem,1045
645,58121,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & Red Earrings,Fine Jewellery,Not specified,Not specified,Amethyst,Drop Earrings,"Silver, Blue, Red",Rreverie,1525
646,48347,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Pitaraa Golden Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Pitaraa,799
647,48949,Men,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Revv Men Steel Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,775
648,59463,Women,Accessories,Jewellery,Ring,Summer,2015.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,6500
649,31716,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Purple",Fabindia,1190
650,58128,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver & Black Earrings,Fine Jewellery,Not specified,Silver,Quartz,Drop Earrings,"Silver, Black, Red",Rreverie,2649
651,54375,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Avon Silver Toned Envy Me Earrings,Fine Jewellery,Not specified,Metal,Not specified,Studs,Silver,Avon,999
652,54147,Women,Accessories,Jewellery,Necklace and Chains,Fall,2012.0,Casual,Femella White Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,White,Femella,890
653,58117,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Rreverie Women Silver & White Pendant,Fine Jewellery,Not specified,Silver,Onyx,Not specified,"Silver, White",Rreverie,1825
654,59455,Women,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Lucera Silver Ring,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"Silver, Black",Lucera,8825
655,48947,Men,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Revv Men Steel Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,875
656,43755,Women,Accessories,Jewellery,Bangle,Summer,2012.0,Casual,Royal Diadem Set of 2 Golden Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Maroon, Green",Royal Diadem,1545
657,59499,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lucera Silver Pendant With Chain,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lucera,5700
658,31711,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,390
659,48712,Women,Accessories,Jewellery,Earrings,Summer,2015.0,Casual,Lucera Women Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4525
660,58110,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Rreverie Silver Earrings,Fine Jewellery,Not specified,Silver,Not specified,Drop Earrings,Silver,Rreverie,2845
661,42618,Women,Accessories,Jewellery,Jewellery Set,Winter,2016.0,Ethnic,Estelle Women Gold Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, Gold, Gold",Estelle,2499
662,56218,Women,Accessories,Jewellery,Jewellery Set,Winter,2015.0,Casual,Estelle Women Gold Earring & Pendant Set,Fine Jewellery,Not specified,Not specified,Not specified,Pendant and Earrings,Gold,Estelle,1799
663,48746,Women,Accessories,Jewellery,Bracelet,Summer,2013.0,Casual,Lucera Women Silver Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,4500
664,48580,Men,Accessories,Jewellery,Bracelet,Summer,2012.0,Casual,Revv Men Steel Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,2325
665,52228,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lencia Silver Flower Shaped Pendant,Fine Jewellery,Not specified,Silver,Not specified,Not specified,Silver,Lencia,5865
666,35311,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,690
667,53103,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Fabindia Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,560
668,35123,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Allen Solly Woman Blue Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Blue, Steel",Allen Solly Woman,995
669,49009,Women,Accessories,Jewellery,Ring,Summer,2012.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1225
670,52819,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Adrika Green Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Green, Gold",Adrika,125
671,14862,Women,Accessories,Jewellery,Necklace and Chains,Summer,2011.0,Casual,United Colors of Benetton Women Mettalic Coffee Brown Necklace,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Coffee Brown,United Colors of Benetton,1499
672,48587,Women,Accessories,Jewellery,Bracelet,Summer,2013.0,Casual,Lucera Women Silver Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,5050
673,48741,Men,Accessories,Jewellery,Bangle,Summer,2012.0,Casual,Revv Men Steel Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Steel,Revv,2040
674,35329,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Red",Fabindia,1190
675,48573,Women,Accessories,Jewellery,Bracelet,Summer,2013.0,Casual,Lucera Women Black & Silver Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Black, Silver",Lucera,4200
676,52210,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Lencia Sterling Silver Pendant,Fine Jewellery,Not specified,Silver,Not specified,Not specified,"White, Silver",Lencia,1895
677,43706,Women,Accessories,Jewellery,Jewellery Set,Summer,2012.0,Ethnic,Royal Diadem Green Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Green,Royal Diadem,1295
678,46046,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Women Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,815
679,42620,Women,Accessories,Jewellery,Earrings,Winter,2015.0,Casual,Estelle Gold Plated Drop Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,499
680,56220,Women,Accessories,Jewellery,Jewellery Set,Winter,2016.0,Casual,Estelle Women Gold Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Gold, White",Estelle,1735
681,48914,Women,Accessories,Jewellery,Pendant,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1800
682,35124,Women,Accessories,Jewellery,Pendant,Fall,2012.0,Casual,Allen Solly Woman Women Brown Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Brown, Steel",Allen Solly Woman,995
683,35316,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Blue",Fabindia,460
684,53104,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Fabindia Silver & Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Gold",Fabindia,560
685,48783,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3300
686,52817,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Adrika Red Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Red, Gold, Green",Adrika,245
687,42629,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Women Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,299
688,48313,Women,Accessories,Jewellery,Bracelet,Winter,2012.0,Casual,Pitaraa Gold Coil Bracelet,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Pitaraa,449
689,43730,Women,Accessories,Jewellery,Bangle,Summer,2012.0,Ethnic,Royal Diadem Set of 2 Green & Gold Bangles,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Green, Gold",Royal Diadem,1545
690,52828,Women,Accessories,Jewellery,Earrings,Fall,2012.0,Casual,Adrika Black Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Black, White, Gold",Adrika,295
691,48748,Women,Accessories,Jewellery,Bangle,Summer,2013.0,Casual,Lucera Women Silver Bangle,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3875
692,35320,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Fabindia,590
693,42616,Women,Accessories,Jewellery,Jewellery Set,Winter,2016.0,Casual,Estelle Women Gold Jewellery Set,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Gold,Estelle,1625
694,48922,Women,Accessories,Jewellery,Ring,Summer,2013.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,3825
695,56216,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Women Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,549
696,35318,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Ethnic,Fabindia Women Anusuya Silver Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,"Silver, Purple",Fabindia,460
697,46048,Women,Accessories,Jewellery,Earrings,Winter,2016.0,Casual,Estelle Gold Earrings,Fine Jewellery,Not specified,Not specified,Not specified,Drop Earrings,Gold,Estelle,595
698,48784,Women,Accessories,Jewellery,Pendant,Summer,2013.0,Casual,Lucera Women Silver Pendant,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,2425
699,48925,Women,Accessories,Jewellery,Ring,Fall,2012.0,Casual,Lucera Women Silver Ring,Fine Jewellery,Not specified,Not specified,Not specified,Not specified,Silver,Lucera,1725
